dataset,size_bytes
Bai/rdb200l,20256
Bai/rdb2048,154176
Bai/rdb2048_noL,153832
Bai/rdb2048_noL,153832
Bai/rdb3200l,235624
Bai/rdb450,40016
Bai/rdb450l,40024
Bai/rdb450l,40024
Bai/rdb5000,364264
Bai/rdb800l,64744
Bai/rdb968,76640
Bai/rw136,13862
Bai/rw496,31380
Bai/rw5151,251468
Bai/tols1090,51592
Bai/tols2000,71248
Bai/tols340,35392
Bai/tols4000,114448
Bai/tols90,26492
Bai/tub1000,57008
Bai/tub100,13008
Bai/tub1000,57008
Barabasi/NotreDame_actors,12593193
Barabasi/NotreDame_www,8398889
Barabasi/NotreDame_yeast,18357
Bates/Chem97Zt,257225
Bates/Chem97ZtZ,68484
Bates/Chem97ZtZ,68484
Bates/sls,109066232
Belcastro/human_gene1,149960840
Belcastro/human_gene2,110114952
Belcastro/mouse_gene,117450792
BenElechi/BenElechi1,109062184
Bindel/ted_AB,10487236
Bindel/ted_AB_unscaled,10487252
Bindel/ted_A,5901700
Bindel/ted_A_unscaled,5901724
Bindel/ted_AB,10487236
Bindel/ted_AB_unscaled,10487252
Bindel/ted_AB_unscaled,10487252
Bindel/ted_A_unscaled,5901724
Bindel/ted_B,940192
Bindel/ted_B_unscaled,940208
Bindel/ted_B_unscaled,940208
Bodendiek/CurlCurl_0,760644
Bodendiek/CurlCurl_1,24131344
Bodendiek/CurlCurl_2,79705872
Bodendiek/CurlCurl_3,120600336
Bodendiek/CurlCurl_4,233850736
Boeing/bcsstk34,141092
Boeing/bcsstk35,10496040
Boeing/bcsstk36,9447464
Boeing/bcsstk37,9447464
Boeing/bcsstk38,2833200
Boeing/bcsstk39,15738920
Boeing/bcsstm34,158220
Boeing/bcsstm35,227604
Boeing/bcsstm36,2771772
Boeing/bcsstm37,186220
Boeing/bcsstm38,103160
Boeing/bcsstm39,570352
Boeing/crystk01,2747740
Boeing/crystk02,6168464
Boeing/crystk03,11544616
Boeing/crystm01,670340
Boeing/crystm02,2779948
Boeing/crystm03,4371716
Boeing/ct20stif,17836072
Boeing/msc00726,220528
Boeing/msc01050,190308
Boeing/msc01440,295332
Boeing/msc04515,622396
Boeing/msc10848,9447464
Boeing/msc23052,9447464
Boeing/nasa1824,255960
Boeing/nasa2910,363653
Boeing/nasa4704,228161
Boeing/pcrystk02,1974329
Boeing/pcrystk03,4204585
Boeing/pct20stif,6301737
Boeing/pwtk,96479272
Bomhof/circuit_1,438932
Bomhof/circuit_2,263444
Bomhof/circuit_3,586708
Bomhof/circuit_4,7350312
Botonakis/FEM_3D_thermal1,5926472
Botonakis/FEM_3D_thermal2,57681960
Botonakis/thermomech_dK,46147624
Botonakis/thermomech_dM,15738920
Botonakis/thermomech_TC,8398888
Botonakis/thermomech_TK,8398888
Bourchtein/atmosmodd,142624608
Bourchtein/atmosmodj,142624608
Bourchtein/atmosmodl,166741856
Bourchtein/atmosmodm,125843192
Bova/rma10,30418984
Brethour/coater1,242556
Brethour/coater2,2935456
Brogan/specular,124790824
Brunetiere/thermal,807384
Buss/12month1,182470889
Buss/connectus,10496041
Bydder/mri1,11544616
Bydder/mri2,11544616
Cannizzo/sts4098,467812
Castrillon/denormal,11544616
CEMW/t2em,43001896
CEMW/tmt_sym,49293352
CEMW/tmt_unsym,74459176
CEMW/vfem,35661864
Chen/pkustk01,2011921
Chen/pkustk02,1650657
Chen/pkustk03,8398889
Chen/pkustk04,10496041
Chen/pkustk05,6301737
Chen/pkustk06,6301737
Chen/pkustk07,6301737
Chen/pkustk08,8398889
Chen/pkustk09,4204585
Chen/pkustk10,18884649
Chen/pkustk11,23078953
Chen/pkustk12,31467561
Chen/pkustk13,27273257
Chen/pkustk14,60827689
Chevron/Chevron1,7623356
Chevron/Chevron2,22030376
Chevron/Chevron3,84944936
Chevron/Chevron4,155203720
Clark/tomographic1,9447464
Cote/mplate,2402544
Cote/vibrobox,2816544
CPM/cz10228,1247408
CPM/cz1268,166320
CPM/cz148,28158
CPM/cz20468,2934352
CPM/cz2548,320976
CPM/cz308,51072
CPM/cz40948,5855792
CPM/cz5108,629832
CPM/cz628,89040
Cunningham/k3plates,4670492
Cunningham/m3plates,88756
Cunningham/qa8fk,15738920
Cunningham/qa8fm,15738920
Cylshell/s1rmq4m1,2682800
Cylshell/s1rmt3m1,1362172
Cylshell/s2rmq4m1,2682800
Cylshell/s2rmt3m1,1362172
Cylshell/s3rmq4m1,2682800
Cylshell/s3rmt3m1,1362180
Cylshell/s3rmt3m3,1290424
Dattorro/EternityII_A,7087391
Dattorro/EternityII_E,14693912
Dattorro/EternityII_Etilde,12596768
Dattorro/EternityII_Etilde,12596768
Davis/FX_March2010,3316476
Dehghani/light_in_tissue,8976096
DIMACS10/144,10506457
DIMACS10/333SP,90187817
DIMACS10/598a,6312153
DIMACS10/adaptive,109070705
DIMACS10/ak2010,880264
DIMACS10/al2010,9449056
DIMACS10/ar2010,6303328
DIMACS10/AS365,92284969
DIMACS10/asia_osm,102779521
DIMACS10/auto,27283673
DIMACS10/az2010,9449056
DIMACS10/belgium_osm,12601985
DIMACS10/ca2010,22031968
DIMACS10/caidaRouterLevel,6311817
DIMACS10/channel-500x100x100-b050,341867209
DIMACS10/chesapeake,20669
DIMACS10/citationCiteseer,10503569
DIMACS10/co2010,6303328
DIMACS10/coAuthorsCiteseer,8406417
DIMACS10/coAuthorsDBLP,8406409
DIMACS10/coPapersCiteseer,130041233
DIMACS10/coPapersDBLP,123749769
DIMACS10/cs4,196129
DIMACS10/ct2010,2029984
DIMACS10/cti,213625
DIMACS10/data,81069
DIMACS10/de2010,476088
DIMACS10/delaunay_n10,30153
DIMACS10/delaunay_n11,42437
DIMACS10/delaunay_n12,66993
DIMACS10/delaunay_n13,116125
DIMACS10/delaunay_n14,214425
DIMACS10/delaunay_n15,411033
DIMACS10/delaunay_n16,1590537
DIMACS10/delaunay_n17,4212241
DIMACS10/delaunay_n18,6309393
DIMACS10/delaunay_n19,12600849
DIMACS10/delaunay_n20,25183769
DIMACS10/delaunay_n21,50349593
DIMACS10/delaunay_n22,100681241
DIMACS10/delaunay_n23,201352921
DIMACS10/delaunay_n24,402687897
DIMACS10/europe_osm,434146305
DIMACS10/fe_4elt2,151985
DIMACS10/fe_body,675649
DIMACS10/fe_ocean,4215017
DIMACS10/fe_rotor,6312169
DIMACS10/fe_sphere,217321
DIMACS10/fe_tooth,4215017
DIMACS10/fl2010,15740512
DIMACS10/ga2010,9449056
DIMACS10/germany_osm,100682377
DIMACS10/G_n_pin_pout,4204585
DIMACS10/great-britain_osm,67127961
DIMACS10/hi2010,508368
DIMACS10/hugebubbles-00000,220227929
DIMACS10/hugebubbles-00010,234907993
DIMACS10/hugebubbles-00020,255883705
DIMACS10/hugetrace-00000,56641681
DIMACS10/hugetrace-00010,144730449
DIMACS10/hugetrace-00020,192964945
DIMACS10/hugetric-00000,71321737
DIMACS10/hugetric-00010,79710345
DIMACS10/hugetric-00020,86001809
DIMACS10/ia2010,6303328
DIMACS10/id2010,6303328
DIMACS10/il2010,15740512
DIMACS10/in2010,9449056
DIMACS10/italy_osm,56642177
DIMACS10/kron_g500-logn16,26242472
DIMACS10/kron_g500-logn17,52456872
DIMACS10/kron_g500-logn18,108031400
DIMACS10/kron_g500-logn19,220237416
DIMACS10/kron_g500-logn20,448835368
DIMACS10/kron_g500-logn21,912320632
DIMACS10/ks2010,9449056
DIMACS10/ky2010,6303328
DIMACS10/la2010,6303328
DIMACS10/luxembourg_osm,976409
DIMACS10/m14b,14700761
DIMACS10/M6,85993513
DIMACS10/ma2010,6303328
DIMACS10/md2010,6303328
DIMACS10/me2010,2024728
DIMACS10/mi2010,12594784
DIMACS10/mn2010,9449056
DIMACS10/mo2010,12594784
DIMACS10/ms2010,6303328
DIMACS10/mt2010,6303328
DIMACS10/NACA0015,25176105
DIMACS10/nc2010,9449056
DIMACS10/nd2010,6303328
DIMACS10/ne2010,6303328
DIMACS10/netherlands_osm,20990609
DIMACS10/nh2010,950072
DIMACS10/nj2010,6303328
DIMACS10/NLR,100673577
DIMACS10/nm2010,6303328
DIMACS10/nv2010,2513860
DIMACS10/ny2010,12594784
DIMACS10/oh2010,12594784
DIMACS10/ok2010,9449056
DIMACS10/or2010,6303328
DIMACS10/pa2010,12594784
DIMACS10/packing-500x100x100-b050,140536425
DIMACS10/preferentialAttachment,4204585
DIMACS10/rgg_n_2_15_s0,659377
DIMACS10/rgg_n_2_16_s0,4212721
DIMACS10/rgg_n_2_17_s0,6309873
DIMACS10/rgg_n_2_18_s0,12601337
DIMACS10/rgg_n_2_19_s0,27281401
DIMACS10/rgg_n_2_20_s0,56641529
DIMACS10/rgg_n_2_21_s0,117458937
DIMACS10/rgg_n_2_22_s0,243296441
DIMACS10/rgg_n_2_23_s0,509647321
DIMACS10/rgg_n_2_24_s0,1061215065
DIMACS10/ri2010,514864
DIMACS10/road_central,136343617
DIMACS10/road_usa,232812601
DIMACS10/sc2010,6303328
DIMACS10/sd2010,2476204
DIMACS10/smallworld,4204585
DIMACS10/t60k,378457
DIMACS10/tn2010,9449056
DIMACS10/tx2010,28323424
DIMACS10/uk,48037
DIMACS10/ut2010,6303328
DIMACS10/va2010,9449056
DIMACS10/venturiLevel3,65030529
DIMACS10/vsp_barth5_1Ksep_50in_5Kout,417469
DIMACS10/vsp_bcsstk30_500sep_10in_1Kout,8398889
DIMACS10/vsp_befref_fxm_2_4_air02,403137
DIMACS10/vsp_bump2_e18_aa01_model1_crew1,1213469
DIMACS10/vsp_c-30_data_data,258961
DIMACS10/vsp_c-60_data_cti_cs4,1938873
DIMACS10/vsp_data_and_seymourl,233697
DIMACS10/vsp_finan512_scagr7-2c_rlfddd,6301737
DIMACS10/vsp_mod2_pgp2_slptsk,4204585
DIMACS10/vsp_model1_crew1_cr42_south31,770161
DIMACS10/vsp_msc10848_300sep_100in_1Kout,6301737
DIMACS10/vsp_p0291_seymourl_iiasa,225713
DIMACS10/vsp_sctap1-2b_and_seymourl,573573
DIMACS10/vsp_south31_slptsk,769881
DIMACS10/vsp_vibrobox_scagr7-2c_rlfddd,4204585
DIMACS10/vt2010,634256
DIMACS10/wa2010,6303328
DIMACS10/wi2010,9449056
DIMACS10/wing,506873
DIMACS10/wing_nodal,322665
DIMACS10/wing_nodal,322665
DIMACS10/wv2010,6303328
DIMACS10/wy2010,2577388
DNVS/crplat2,1967001
DNVS/fcondp2,46147625
DNVS/fullb,48244777
DNVS/halfb,52439081
DNVS/m_t1,79702056
DNVS/ship_001,29370408
DNVS/ship_003,67119144
DNVS/shipsec1,66070568
DNVS/shipsec5,83896360
DNVS/shipsec8,54536232
DNVS/thread,29370408
DNVS/trdheim,4204585
DNVS/troll,50341929
DNVS/tsyl201,6301737
DNVS/x104,83896360
DRIVCAV/cavity01,97140
DRIVCAV/cavity02,97220
DRIVCAV/cavity03,97196
DRIVCAV/cavity04,97220
DRIVCAV/cavity05,402188
DRIVCAV/cavity06,402260
DRIVCAV/cavity07,402244
DRIVCAV/cavity08,402260
DRIVCAV/cavity09,402228
DRIVCAV/cavity10,925628
DRIVCAV/cavity11,925700
DRIVCAV/cavity12,925684
DRIVCAV/cavity13,925700
DRIVCAV/cavity14,925684
DRIVCAV/cavity15,925700
DRIVCAV/cavity16,2659124
DRIVCAV/cavity17,2659196
DRIVCAV/cavity18,2659180
DRIVCAV/cavity19,2659196
DRIVCAV/cavity20,2659180
DRIVCAV/cavity21,2659196
DRIVCAV/cavity22,2659180
DRIVCAV/cavity23,2659196
DRIVCAV/cavity24,2659180
DRIVCAV/cavity25,2659196
DRIVCAV/cavity26,2659164
Dziekonski/dielFilterV2clx,312496352
Dziekonski/dielFilterV2real,398487960
Dziekonski/dielFilterV3clx,401627408
Dziekonski/dielFilterV3real,724603480
Dziekonski/gsm_106857,180369704
Embree/ifiss_mat,58734432
Engwirda/airfoil_2d,3145136
FEMLAB/ns3Da,22030376
FEMLAB/poisson2D,38052
FEMLAB/poisson3Da,4565832
FEMLAB/poisson3Db,40904744
FEMLAB/problem1,42372
FEMLAB/sme3Da,11544616
FEMLAB/sme3Db,25176104
FEMLAB/sme3Dc,40904744
FEMLAB/waveguide3D,6465808
FIDAP/ex10,352580
FIDAP/ex10hs,368216
FIDAP/ex11,15738920
FIDAP/ex12,514184
FIDAP/ex13,478256
FIDAP/ex14,429236
FIDAP/ex15,642308
FIDAP/ex18,870708
FIDAP/ex19,3145716
FIDAP/ex1,52560
FIDAP/ex10,352580
FIDAP/ex10hs,368216
FIDAP/ex10hs,368216
FIDAP/ex11,15738920
FIDAP/ex12,514184
FIDAP/ex13,478256
FIDAP/ex14,429236
FIDAP/ex15,642308
FIDAP/ex18,870708
FIDAP/ex19,3145716
FIDAP/ex20,848820
FIDAP/ex21,238776
FIDAP/ex22,281628
FIDAP/ex23,533484
FIDAP/ex24,593892
FIDAP/ex25,304392
FIDAP/ex26,1137444
FIDAP/ex27,498432
FIDAP/ex28,942420
FIDAP/ex29,294088
FIDAP/ex2,172752
FIDAP/ex20,848820
FIDAP/ex21,238776
FIDAP/ex22,281628
FIDAP/ex23,533484
FIDAP/ex24,593892
FIDAP/ex25,304392
FIDAP/ex26,1137444
FIDAP/ex27,498432
FIDAP/ex28,942420
FIDAP/ex29,294088
FIDAP/ex31,1393332
FIDAP/ex32,84092
FIDAP/ex33,152612
FIDAP/ex35,3019032
FIDAP/ex36,655164
FIDAP/ex37,820132
FIDAP/ex3,336108
FIDAP/ex31,1393332
FIDAP/ex32,84092
FIDAP/ex33,152612
FIDAP/ex35,3019032
FIDAP/ex36,655164
FIDAP/ex37,820132
FIDAP/ex40,6035400
FIDAP/ex4,212480
FIDAP/ex40,6035400
FIDAP/ex5,10594
FIDAP/ex6,603444
FIDAP/ex7,663564
FIDAP/ex8,1285176
FIDAP/ex9,626076
Fluorem/DK01R,154392
Fluorem/GT01R,5930572
Fluorem/HV15R,4530020608
Fluorem/PR02R,133181576
Fluorem/RM07R,599820840
FreeFieldTechnologies/mono_500Hz,122697864
Freescale/circuit5M,955296552
Freescale/circuit5M_dc,309354872
Freescale/circuit5M_dc,309354872
Freescale/Freescale1,305160568
Freescale/Freescale2,369123704
Freescale/FullChip,427846144
Freescale/memchip,238041224
Freescale/nxp1,45099048
Freescale/transient,16787496
Gaertner/big,740768
Gaertner/nopoly,213128
Gaertner/pesa,645576
GAP/GAP-kron,19007185584
GAP/GAP-road,349205320
GAP/GAP-twitter,13217793184
GAP/GAP-urand,19328057904
GAP/GAP-web,17374501176
Garon/garon1,1076188
Garon/garon2,4717228
GenBank/kmer_A2a,1442901161
GenBank/kmer_P1a,1193331689
GenBank/kmer_U1a,555776521
GenBank/kmer_V1r,1862348329
GenBank/kmer_V2a,469789097
GHS_indef/a0nsdsil,3706408
GHS_indef/a2nnsnsl,3675160
GHS_indef/a5esindl,2686256
GHS_indef/aug2dc,209064
GHS_indef/aug2d,201144
GHS_indef/aug2dc,209064
GHS_indef/aug3d,184024
GHS_indef/aug3dcqp,943020
GHS_indef/aug3dcqp,943020
GHS_indef/blockqp1,4514896
GHS_indef/bloweya,969132
GHS_indef/bloweybl,849084
GHS_indef/bloweybq,329040
GHS_indef/bmw3_2,92284968
GHS_indef/boyd1,11544616
GHS_indef/boyd2,15738920
GHS_indef/brainpc2,1168292
GHS_indef/bratu3d,1072588
GHS_indef/c-55,2979068
GHS_indef/c-58,4335496
GHS_indef/c-59,3150244
GHS_indef/c-62ghs,4357756
GHS_indef/c-63,3064484
GHS_indef/c-68,4416824
GHS_indef/c-69,7350312
GHS_indef/c-70,7350312
GHS_indef/c-71,8398888
GHS_indef/c-72,8398888
GHS_indef/cont-201,4023032
GHS_indef/cont-300,11544616
GHS_indef/copter2,5834296
GHS_indef/cvxqp3,848844
GHS_indef/darcy003,19933224
GHS_indef/dawson5,9447464
GHS_indef/dixmaanl,2826244
GHS_indef/d_pretok,15738920
GHS_indef/dtoc,428920
GHS_indef/exdata_1,15738920
GHS_indef/helm2d03,25176104
GHS_indef/helm3d01,3027588
GHS_indef/k1_san,7350312
GHS_indef/laser,69040
GHS_indef/linverse,656952
GHS_indef/mario001,1384804
GHS_indef/mario002,19933224
GHS_indef/ncvxbqp1,2906160
GHS_indef/ncvxqp1,495524
GHS_indef/ncvxqp3,7350312
GHS_indef/ncvxqp5,3056164
GHS_indef/ncvxqp7,7350312
GHS_indef/ncvxqp9,387644
GHS_indef/olesnik0,8398888
GHS_indef/qpband,369064
GHS_indef/sit100,418224
GHS_indef/sparsine,11544616
GHS_indef/spmsrtls,1568748
GHS_indef/stokes128,4338600
GHS_indef/stokes64,900016
GHS_indef/stokes64s,900024
GHS_indef/stokes64s,900024
GHS_indef/tuma1,615800
GHS_indef/tuma2,350360
GHS_indef/turon_m,15738920
GHS_psdef/apache1,7350312
GHS_psdef/apache2,46147624
GHS_psdef/audikw_1,629181032
GHS_psdef/bmw7st_1,61876264
GHS_psdef/bmwcra_1,88090664
GHS_psdef/copter1,465709
GHS_psdef/copter2,1640169
GHS_psdef/crankseg_1,66070568
GHS_psdef/crankseg_2,87042088
GHS_psdef/cvxbqp1,2906168
GHS_psdef/finance256,680905
GHS_psdef/ford1,249721
GHS_psdef/ford2,4204585
GHS_psdef/gridgena,4276932
GHS_psdef/hood,88090664
GHS_psdef/inline_1,300966264
GHS_psdef/jnlbrng1,1444320
GHS_psdef/ldoor,381708712
GHS_psdef/minsurfo,1475656
GHS_psdef/obstclae,1434744
GHS_psdef/oilpan,32516136
GHS_psdef/opt1,4204585
GHS_psdef/pds10,341545
GHS_psdef/pwt,734533
GHS_psdef/ramage02,6301737
GHS_psdef/s3dkq4m2,40906896
GHS_psdef/s3dkt3m2,32517952
GHS_psdef/srb1,6301737
GHS_psdef/torsion1,1434880
GHS_psdef/vanbody,16787496
GHS_psdef/wathen100,3110428
GHS_psdef/wathen120,4359676
Gleich/flickr,79702057
Gleich/minnesota,22293
Gleich/usroads-48,1304697
Gleich/usroads,1332561
Gleich/usroads-48,1304697
Gleich/wb-cs-stanford,156713
Gleich/wb-edu,459303337
Gleich/wikipedia-20051105,159402217
Gleich/wikipedia-20060925,299915593
Gleich/wikipedia-20061104,316692809
Gleich/wikipedia-20070206,360733001
Goodwin/goodwin,4453936
Goodwin/Goodwin_010,396648
Goodwin/Goodwin_013,682092
Goodwin/Goodwin_017,1182540
Goodwin/Goodwin_023,2835088
Goodwin/Goodwin_030,4406248
Goodwin/Goodwin_040,9447464
Goodwin/Goodwin_054,12593192
Goodwin/Goodwin_071,23078952
Goodwin/Goodwin_095,53487656
Goodwin/Goodwin_127,95430696
Goodwin/rim,12593192
Graham/graham1,4496824
Grueninger/windtunnel_evap2d,3043904
Grueninger/windtunnel_evap3d,34615896
Grund/b1_ss,9174
Grund/b2_ss,59776
Grund/bayer01,4265880
Grund/bayer02,773204
Grund/bayer03,683408
Grund/bayer04,2742536
Grund/bayer05,343088
Grund/bayer06,339968
Grund/bayer07,343088
Grund/bayer08,339968
Grund/bayer09,263648
Grund/bayer10,1148168
Grund/b_dyn,60208
Grund/d_dyn1,11420
Grund/d_dyn,11412
Grund/d_dyn1,11420
Grund/d_ss,10522
Grund/meg1,706744
Grund/meg4,324968
Grund/poli3,463204
Grund/poli4,888004
Grund/poli,107272
Grund/poli_large,405928
Grund/poli3,463204
Grund/poli4,888004
Grund/poli_large,405928
Gset/G10,104960
Gset/G11,17056
Gset/G12,17056
Gset/G13,17056
Gset/G14,28009
Gset/G15,27877
Gset/G16,27921
Gset/G17,27901
Gset/G18,32550
Gset/G19,32385
Gset/G1,85777
Gset/G10,104960
Gset/G11,17056
Gset/G12,17056
Gset/G13,17056
Gset/G14,28009
Gset/G15,27877
Gset/G16,27921
Gset/G17,27901
Gset/G18,32550
Gset/G19,32385
Gset/G20,32440
Gset/G21,32415
Gset/G22,89033
Gset/G23,89009
Gset/G24,89033
Gset/G25,89033
Gset/G26,89033
Gset/G27,109022
Gset/G28,109006
Gset/G29,109022
Gset/G2,85777
Gset/G20,32440
Gset/G21,32415
Gset/G22,89033
Gset/G23,89009
Gset/G24,89033
Gset/G25,89033
Gset/G26,89033
Gset/G27,109022
Gset/G28,109006
Gset/G29,109022
Gset/G30,109022
Gset/G31,109022
Gset/G32,29064
Gset/G33,29064
Gset/G34,29064
Gset/G35,56353
Gset/G36,56305
Gset/G37,56381
Gset/G38,56357
Gset/G39,67970
Gset/G3,85777
Gset/G30,109022
Gset/G31,109022
Gset/G32,29064
Gset/G33,29064
Gset/G34,29064
Gset/G35,56353
Gset/G36,56305
Gset/G37,56381
Gset/G38,56357
Gset/G39,67970
Gset/G40,67910
Gset/G41,68005
Gset/G42,67975
Gset/G43,49009
Gset/G44,49009
Gset/G45,49009
Gset/G46,49009
Gset/G47,49009
Gset/G48,33025
Gset/G49,33025
Gset/G4,85777
Gset/G40,67910
Gset/G41,68005
Gset/G42,67975
Gset/G43,49009
Gset/G44,49009
Gset/G45,49009
Gset/G46,49009
Gset/G47,49009
Gset/G48,33025
Gset/G49,33025
Gset/G50,33025
Gset/G51,32701
Gset/G52,32729
Gset/G53,32721
Gset/G54,32729
Gset/G55,59225
Gset/G56,71562
Gset/G57,59032
Gset/G58,127521
Gset/G59,156930
Gset/G5,85785
Gset/G50,33025
Gset/G51,32701
Gset/G52,32729
Gset/G53,32721
Gset/G54,32729
Gset/G55,59225
Gset/G56,71562
Gset/G57,59032
Gset/G58,127521
Gset/G59,156930
Gset/G60,77825
Gset/G61,94812
Gset/G62,79032
Gset/G63,175077
Gset/G64,216375
Gset/G65,89032
Gset/G66,99032
Gset/G67,109032
Gset/G6,104960
Gset/G60,77825
Gset/G61,94812
Gset/G62,79032
Gset/G63,175077
Gset/G64,216375
Gset/G65,89032
Gset/G66,99032
Gset/G67,109032
Gset/G7,104960
Gset/G8,104960
Gset/G9,104960
Guettel/TEM152078,54538832
Guettel/TEM181302,66073168
Guettel/TEM27623,3044208
Gupta/gupta1,6301737
Gupta/gupta2,10496041
Gupta/gupta3,18884649
Hamm/add20,216876
Hamm/add32,295656
Hamm/bcircuit,7350312
Hamm/hcircuit,8398888
Hamm/memplus,1522864
Hamm/scircuit,16787496
Hamrle/Hamrle1,10004
Hamrle/Hamrle2,274976
Hamrle/Hamrle3,91236392
Hardesty/Hardesty1,59779192
Hardesty/Hardesty2,66070600
Hardesty/Hardesty3,649104008
Harvard_Seismology/JP,221265096
HB/1138_bus,40248
HB/494_bus,22056
HB/662_bus,27912
HB/685_bus,32700
HB/abb313,15277
HB/arc130,21868
HB/ash219,9933
HB/ash292,14097
HB/ash331,11713
HB/ash608,13929
HB/ash85,9697
HB/ash958,16721
HB/bcspwr01,9267
HB/bcspwr02,9305
HB/bcspwr03,9699
HB/bcspwr04,12885
HB/bcspwr05,13245
HB/bcspwr06,22613
HB/bcspwr07,23977
HB/bcspwr08,24453
HB/bcspwr09,25573
HB/bcspwr10,63397
HB/bcsstk01,11320
HB/bcsstk02,31190
HB/bcsstk03,12832
HB/bcsstk04,27988
HB/bcsstk05,21960
HB/bcsstk06,58768
HB/bcsstk07,58904
HB/bcsstk08,93284
HB/bcsstk09,126192
HB/bcsstk10,148016
HB/bcsstk11,223364
HB/bcsstk12,223500
HB/bcsstk13,524420
HB/bcsstk14,400640
HB/bcsstk15,739664
HB/bcsstk16,2696748
HB/bcsstk17,2985480
HB/bcsstk18,975308
HB/bcsstk19,55100
HB/bcsstk20,30808
HB/bcsstk21,190272
HB/bcsstk22,13234
HB/bcsstk23,298968
HB/bcsstk24,989904
HB/bcsstk25,2641592
HB/bcsstk26,202660
HB/bcsstk27,353188
HB/bcsstk28,1349684
HB/bcsstk29,1276097
HB/bcsstk30,4204585
HB/bcsstk31,4204585
HB/bcsstk32,4204585
HB/bcsstk33,1210421
HB/bcsstm01,9232
HB/bcsstm02,9732
