dataset,size_bytes
Boeing/bcsstk35,9567216
Boeing/bcsstk36,8489892
Boeing/bcsstk37,8499672
Boeing/bcsstk38,2865332
Boeing/bcsstk39,14876252
Boeing/bcsstm34,134540
Boeing/bcsstm35,251666
Boeing/bcsstm36,2863992
Boeing/bcsstm37,207706
Boeing/bcsstm38,103542
Boeing/bcsstm39,570354
Boeing/crystk01,2767252
Boeing/crystk02,6356384
Boeing/crystk03,11642188
Boeing/crystm01,569878
Boeing/crystm02,2835820
Boeing/crystm03,5350732
Boeing/ct20stif,18044176
Boeing/msc00726,186738
Boeing/msc01050,162212
Boeing/msc01440,250504
Boeing/msc04515,529214
Boeing/msc10848,8441084
Boeing/msc23052,8489900
Boeing/nasa1824,218586
Boeing/nasa2910,192269
Boeing/nasa4704,128111
Boeing/pcrystk02,1019713
Boeing/pcrystk03,2155779
Boeing/pct20stif,3259453
Boeing/pwtk,73232484
Bomhof/circuit_1,372544
Bomhof/circuit_2,230076
Bomhof/circuit_3,514690
Bomhof/circuit_4,5572784
Botonakis/FEM_3D_thermal1,6372196
Botonakis/FEM_3D_thermal2,43592452
Botonakis/thermomech_dK,35429500
Botonakis/thermomech_dM,12360868
Botonakis/thermomech_TC,6709356
Botonakis/thermomech_TK,6709356
Bourchtein/atmosmodd,112215904
Bourchtein/atmosmodj,112215904
Bourchtein/atmosmodl,131090272
Bourchtein/atmosmodm,90191616
Bova/rma10,30605112
Brethour/coater1,206340
Brethour/coater2,2973620
Brogan/specular,95430696
Brunetiere/thermal,821212
Buss/12month1,91289569
Buss/connectus,5254789
Bydder/mri1,8659980
Bydder/mri2,8650796
Cannizzo/sts4098,399556
Castrillon/denormal,8755644
CEMW/t2em,28321832
CEMW/tmt_sym,39856168
CEMW/tmt_unsym,59779112
CEMW/vfem,29743108
Chen/pkustk01,1054595
Chen/pkustk02,851467
Chen/pkustk03,4330043
Chen/pkustk04,5363135
Chen/pkustk05,3229123
Chen/pkustk06,3241123
Chen/pkustk07,3188531
Chen/pkustk08,4247805
Chen/pkustk09,2174147
Chen/pkustk10,9768949
Chen/pkustk11,11894621
Chen/pkustk12,16116321
Chen/pkustk13,14020129
Chen/pkustk14,31025477
Chevron/Chevron1,8547440
Chevron/Chevron2,18196160
Chevron/Chevron3,72362024
Chevron/Chevron4,132135048
Clark/tomographic1,6593656
Cote/mplate,2426396
Cote/vibrobox,2865868
CPM/cz10228,1288332
CPM/cz1268,143294
CPM/cz148,28456
CPM/cz20468,3016236
CPM/cz2548,274734
CPM/cz308,45326
CPM/cz40948,6468156
CPM/cz5108,537234
CPM/cz628,77606
Cunningham/k3plates,5296376
Cunningham/m3plates,97694
Cunningham/qa8fk,11807968
Cunningham/qa8fm,11807968
Cylshell/s1rmq4m1,2704760
Cylshell/s1rmt3m1,1384140
Cylshell/s2rmq4m1,2704760
Cylshell/s2rmt3m1,1384140
Cylshell/s3rmq4m1,2704768
Cylshell/s3rmt3m1,1384140
Cylshell/s3rmt3m3,1311856
Dattorro/EternityII_A,3971115
Dattorro/EternityII_E,8446776
Dattorro/EternityII_Etilde,7394116
Dattorro/EternityII_Etilde,7394116
Davis/FX_March2010,4211320
Dehghani/light_in_tissue,9566044
DIMACS10/144,5842185
DIMACS10/333SP,60827689
DIMACS10/598a,3610321
DIMACS10/adaptive,82856313
DIMACS10/ak2010,1061436
DIMACS10/al2010,7312396
DIMACS10/ar2010,4951024
DIMACS10/AS365,61876265
DIMACS10/asia_osm,99633793
DIMACS10/auto,15749345
DIMACS10/az2010,7269996
DIMACS10/belgium_osm,12601993
DIMACS10/ca2010,17837664
DIMACS10/caidaRouterLevel,3935069
DIMACS10/channel-500x100x100-b050,190865977
DIMACS10/chesapeake,20547
DIMACS10/citationCiteseer,7357849
DIMACS10/co2010,5010428
DIMACS10/coAuthorsCiteseer,5121405
DIMACS10/coAuthorsDBLP,6309257
DIMACS10/coPapersCiteseer,67126681
DIMACS10/coPapersDBLP,65029513
DIMACS10/cs4,153413
DIMACS10/ct2010,1627596
DIMACS10/cti,150843
DIMACS10/data,56587
DIMACS10/de2010,408272
DIMACS10/delaunay_n10,26099
DIMACS10/delaunay_n11,34289
DIMACS10/delaunay_n12,50659
DIMACS10/delaunay_n13,83417
DIMACS10/delaunay_n14,148951
DIMACS10/delaunay_n15,280023
DIMACS10/delaunay_n16,1066385
DIMACS10/delaunay_n17,2639389
DIMACS10/delaunay_n18,5260825
DIMACS10/delaunay_n19,9455129
DIMACS10/delaunay_n20,17843737
DIMACS10/delaunay_n21,34620953
DIMACS10/delaunay_n22,68175385
DIMACS10/delaunay_n23,135288441
DIMACS10/delaunay_n24,269514553
DIMACS10/europe_osm,421563401
DIMACS10/fe_4elt2,108645
DIMACS10/fe_body,438357
DIMACS10/fe_ocean,2691625
DIMACS10/fe_rotor,3564921
DIMACS10/fe_sphere,151799
DIMACS10/fe_tooth,2430421
DIMACS10/fl2010,12594784
DIMACS10/ga2010,8400480
DIMACS10/germany_osm,97536649
DIMACS10/G_n_pin_pout,2507429
DIMACS10/great-britain_osm,65030809
DIMACS10/hi2010,434284
DIMACS10/hugebubbles-00000,183527769
DIMACS10/hugebubbles-00010,196110681
DIMACS10/hugebubbles-00020,212889993
DIMACS10/hugetrace-00000,47204497
DIMACS10/hugetrace-00010,120609017
DIMACS10/hugetrace-00020,161503481
DIMACS10/hugetric-00000,59787409
DIMACS10/hugetric-00010,67127441
DIMACS10/hugetric-00020,72370321
DIMACS10/ia2010,5070208
DIMACS10/id2010,4805548
DIMACS10/il2010,12594784
DIMACS10/in2010,8400480
DIMACS10/italy_osm,55593601
DIMACS10/kron_g500-logn16,16018860
DIMACS10/kron_g500-logn17,32009652
DIMACS10/kron_g500-logn18,67136944
DIMACS10/kron_g500-logn19,135298576
DIMACS10/kron_g500-logn20,274765472
DIMACS10/kron_g500-logn21,556840800
DIMACS10/ks2010,7257732
DIMACS10/ky2010,4852868
DIMACS10/la2010,5023968
DIMACS10/luxembourg_osm,956153
DIMACS10/m14b,8219801
DIMACS10/M6,57681961
DIMACS10/ma2010,4836212
DIMACS10/md2010,4787168
DIMACS10/me2010,1631852
DIMACS10/mi2010,10497632
DIMACS10/mn2010,7342440
DIMACS10/mo2010,10497632
DIMACS10/ms2010,4893292
DIMACS10/mt2010,4735332
DIMACS10/NACA0015,16787497
DIMACS10/nc2010,8400480
DIMACS10/nd2010,4741256
DIMACS10/ne2010,4979588
DIMACS10/netherlands_osm,19942033
DIMACS10/nh2010,1145424
DIMACS10/nj2010,4884532
DIMACS10/NLR,67119145
DIMACS10/nm2010,4880616
DIMACS10/nv2010,2018020
DIMACS10/ny2010,10497632
DIMACS10/oh2010,10497632
DIMACS10/ok2010,8400480
DIMACS10/or2010,4992664
DIMACS10/pa2010,10497632
DIMACS10/packing-500x100x100-b050,79714825
DIMACS10/preferentialAttachment,2507229
DIMACS10/rgg_n_2_15_s0,404443
DIMACS10/rgg_n_2_16_s0,2377725
DIMACS10/rgg_n_2_17_s0,3688445
DIMACS10/rgg_n_2_18_s0,8407033
DIMACS10/rgg_n_2_19_s0,16795641
DIMACS10/rgg_n_2_20_s0,33572857
DIMACS10/rgg_n_2_21_s0,68175865
DIMACS10/rgg_n_2_22_s0,139483225
DIMACS10/rgg_n_2_23_s0,289435881
DIMACS10/rgg_n_2_24_s0,598778385
DIMACS10/ri2010,439486
DIMACS10/road_central,124805097
DIMACS10/road_usa,212889657
DIMACS10/sc2010,4933812
DIMACS10/sd2010,2008204
DIMACS10/smallworld,2506973
DIMACS10/t60k,319597
DIMACS10/tn2010,7263796
DIMACS10/tx2010,23080544
DIMACS10/uk,44021
DIMACS10/ut2010,4667804
DIMACS10/va2010,8400480
DIMACS10/venturiLevel3,49301889
DIMACS10/vsp_barth5_1Ksep_50in_5Kout,278293
DIMACS10/vsp_bcsstk30_500sep_10in_1Kout,4321267
DIMACS10/vsp_befref_fxm_2_4_air02,234917
DIMACS10/vsp_bump2_e18_aa01_model1_crew1,724745
DIMACS10/vsp_c-30_data_data,156641
DIMACS10/vsp_c-60_data_cti_cs4,1317885
DIMACS10/vsp_data_and_seymourl,140301
DIMACS10/vsp_finan512_scagr7-2c_rlfddd,3715005
DIMACS10/vsp_mod2_pgp2_slptsk,2512853
DIMACS10/vsp_model1_crew1_cr42_south31,480421
DIMACS10/vsp_msc10848_300sep_100in_1Kout,3199995
DIMACS10/vsp_p0291_seymourl_iiasa,138983
DIMACS10/vsp_sctap1-2b_and_seymourl,372269
DIMACS10/vsp_south31_slptsk,469399
DIMACS10/vsp_vibrobox_scagr7-2c_rlfddd,2416733
DIMACS10/vt2010,764588
DIMACS10/wa2010,4988476
DIMACS10/wi2010,7315716
DIMACS10/wing,387859
DIMACS10/wing_nodal,193573
DIMACS10/wing_nodal,193573
DIMACS10/wv2010,4747052
DIMACS10/wy2010,2067036
DNVS/crplat2,1024075
DNVS/fcondp2,23885077
DNVS/fullb,24923097
DNVS/halfb,27121969
DNVS/m_t1,60168196
DNVS/ship_001,28460316
DNVS/ship_003,50827652
DNVS/shipsec1,49855668
DNVS/shipsec5,63643076
DNVS/shipsec8,41363240
DNVS/thread,28439580
DNVS/trdheim,2150455
DNVS/troll,26028721
DNVS/tsyl201,3196197
DNVS/x104,63357172
DRIVCAV/cavity01,83130
DRIVCAV/cavity02,83202
DRIVCAV/cavity03,83186
DRIVCAV/cavity04,83202
DRIVCAV/cavity05,339060
DRIVCAV/cavity06,339140
DRIVCAV/cavity07,339116
DRIVCAV/cavity08,339140
DRIVCAV/cavity09,339100
DRIVCAV/cavity10,936020
DRIVCAV/cavity11,936100
DRIVCAV/cavity12,936076
DRIVCAV/cavity13,936100
DRIVCAV/cavity14,936076
DRIVCAV/cavity15,936100
DRIVCAV/cavity16,2677376
DRIVCAV/cavity17,2677456
DRIVCAV/cavity18,2677432
DRIVCAV/cavity19,2677456
DRIVCAV/cavity20,2677432
DRIVCAV/cavity21,2677456
DRIVCAV/cavity22,2677432
DRIVCAV/cavity23,2677456
DRIVCAV/cavity24,2677432
DRIVCAV/cavity25,2677456
DRIVCAV/cavity26,2677424
Dziekonski/dielFilterV2clx,263213280
Dziekonski/dielFilterV2real,304111936
Dziekonski/dielFilterV3clx,336615696
Dziekonski/dielFilterV3real,548436432
Dziekonski/gsm_106857,138426672
Embree/ifiss_mat,44439608
Engwirda/airfoil_2d,3202004
FEMLAB/ns3Da,21062228
FEMLAB/poisson2D,33954
FEMLAB/poisson3Da,5305996
FEMLAB/poisson3Db,30760264
FEMLAB/problem1,37646
FEMLAB/sme3Da,11593404
FEMLAB/sme3Db,25291144
FEMLAB/sme3Dc,40026660
FEMLAB/waveguide3D,7433244
FIDAP/ex10,300152
FIDAP/ex10hs,313466
FIDAP/ex11,14755572
FIDAP/ex12,437956
FIDAP/ex13,405198
FIDAP/ex14,365722
FIDAP/ex15,550506
FIDAP/ex18,893812
FIDAP/ex19,3193748
FIDAP/ex1,53002
FIDAP/ex10,300152
FIDAP/ex10hs,313466
FIDAP/ex10hs,313466
FIDAP/ex11,14755572
FIDAP/ex12,437956
FIDAP/ex13,405198
FIDAP/ex14,365722
FIDAP/ex15,550506
FIDAP/ex18,893812
FIDAP/ex19,3193748
FIDAP/ex20,857644
FIDAP/ex21,201802
FIDAP/ex22,237878
FIDAP/ex23,448906
FIDAP/ex24,500994
FIDAP/ex25,256866
FIDAP/ex26,1146108
FIDAP/ex27,418818
FIDAP/ex28,952844
FIDAP/ex29,252330
FIDAP/ex2,146356
FIDAP/ex20,857644
FIDAP/ex21,201802
FIDAP/ex22,237878
FIDAP/ex23,448906
FIDAP/ex24,500994
FIDAP/ex25,256866
FIDAP/ex26,1146108
FIDAP/ex27,418818
FIDAP/ex28,952844
FIDAP/ex29,252330
FIDAP/ex31,1408980
FIDAP/ex32,73918
FIDAP/ex33,132158
FIDAP/ex35,3097908
FIDAP/ex36,553646
FIDAP/ex37,834404
FIDAP/ex3,285254
FIDAP/ex31,1408980
FIDAP/ex32,73918
FIDAP/ex33,132158
FIDAP/ex35,3097908
FIDAP/ex36,553646
FIDAP/ex37,834404
FIDAP/ex40,6331476
FIDAP/ex4,181784
FIDAP/ex40,6331476
FIDAP/ex5,10477
FIDAP/ex6,507682
FIDAP/ex7,557746
FIDAP/ex8,1297564
FIDAP/ex9,529978
Fluorem/DK01R,132668
Fluorem/GT01R,6336020
Fluorem/HV15R,3405907320
Fluorem/PR02R,100271436
Fluorem/RM07R,451965344
FreeFieldTechnologies/mono_500Hz,102402988
Freescale/circuit5M,739281512
Freescale/circuit5M_dc,246436120
Freescale/circuit5M_dc,246436120
Freescale/Freescale1,243290392
Freescale/Freescale2,289427736
Freescale/FullChip,333470112
Freescale/memchip,189806728
Freescale/nxp1,35661864
Freescale/transient,13307692
Gaertner/big,793608
Gaertner/nopoly,153070
Gaertner/pesa,692540
GAP/GAP-kron,11096443184
GAP/GAP-road,329282376
GAP/GAP-twitter,7589882480
GAP/GAP-urand,11275753560
GAP/GAP-web,9855940880
Garon/garon1,1088900
Garon/garon2,5306096
GenBank/kmer_A2a,1405152425
GenBank/kmer_P1a,1154534377
GenBank/kmer_U1a,549485065
GenBank/kmer_V1r,1787897337
GenBank/kmer_V2a,455109033
GHS_indef/a0nsdsil,3226392
GHS_indef/a2nnsnsl,3210768
GHS_indef/a5esindl,2926292
GHS_indef/aug2dc,189466
GHS_indef/aug2d,182330
GHS_indef/aug2dc,189466
GHS_indef/aug3dcqp,1085196
GHS_indef/aug3d,162642
GHS_indef/aug3dcqp,1085196
GHS_indef/blockqp1,5492012
GHS_indef/bloweya,1089152
GHS_indef/bloweybl,969108
GHS_indef/bloweybq,269060
GHS_indef/bmw3_2,70124508
GHS_indef/boyd1,8770808
GHS_indef/boyd2,13641768
GHS_indef/brainpc2,1278724
GHS_indef/bratu3d,1183760
GHS_indef/c-55,3110192
GHS_indef/c-58,5402728
GHS_indef/c-59,3315376
GHS_indef/c-62ghs,5419696
GHS_indef/c-63,3241424
GHS_indef/c-68,5511588
GHS_indef/c-69,5522180
GHS_indef/c-70,5528036
GHS_indef/c-71,6607476
GHS_indef/c-72,6637180
GHS_indef/cont-201,3387032
GHS_indef/cont-300,9121304
GHS_indef/copter2,6522500
GHS_indef/cvxqp3,918856
GHS_indef/darcy003,16787496
GHS_indef/dawson5,8603840
GHS_indef/dixmaanl,3066256
GHS_indef/d_pretok,12274364
GHS_indef/dtoc,408936
GHS_indef/exdata_1,14713184
GHS_indef/helm2d03,20981800
GHS_indef/helm3d01,3156504
GHS_indef/k1_san,5523016
GHS_indef/laser,65054
GHS_indef/linverse,572976
GHS_indef/mario001,1538552
GHS_indef/mario002,16787496
GHS_indef/ncvxbqp1,3106172
GHS_indef/ncvxqp1,438674
GHS_indef/ncvxqp3,5551964
GHS_indef/ncvxqp5,3306168
GHS_indef/ncvxqp7,5601964
GHS_indef/ncvxqp9,357660
GHS_indef/olesnik0,6653616
GHS_indef/qpband,349074
GHS_indef/sit100,370562
GHS_indef/sparsine,11743420
GHS_indef/spmsrtls,1688732
GHS_indef/stokes128,5450668
GHS_indef/stokes64,950212
GHS_indef/stokes64s,950212
GHS_indef/stokes64s,950212
GHS_indef/tuma1,560616
GHS_indef/tuma2,319466
GHS_indef/turon_m,12303140
GHS_psdef/apache1,5575172
GHS_psdef/apache2,37759016
GHS_psdef/audikw_1,476082648
GHS_psdef/bmw7st_1,46711792
GHS_psdef/bmwcra_1,66664428
GHS_psdef/copter1,271877
GHS_psdef/copter2,935703
GHS_psdef/crankseg_1,65231980
GHS_psdef/crankseg_2,87296212
GHS_psdef/cvxbqp1,3106180
GHS_psdef/finance256,419787
GHS_psdef/ford1,166875
GHS_psdef/ford2,2507061
GHS_psdef/gridgena,5447844
GHS_psdef/hood,66951516
GHS_psdef/inline_1,227561752
GHS_psdef/jnlbrng1,1604324
GHS_psdef/ldoor,290478408
GHS_psdef/minsurfo,1638892
GHS_psdef/obstclae,1594756
GHS_psdef/oilpan,24421340
GHS_psdef/opt1,2137149
GHS_psdef/pds10,208455
GHS_psdef/pwt,444955
GHS_psdef/ramage02,3188527
GHS_psdef/s3dkq4m2,30782936
GHS_psdef/s3dkt3m2,24491144
GHS_psdef/srb1,3264667
GHS_psdef/torsion1,1594892
GHS_psdef/vanbody,15925980
GHS_psdef/wathen100,3232036
GHS_psdef/wathen120,5398192
Gleich/flickr,44050473
Gleich/minnesota,20981
Gleich/usroads-48,1161485
Gleich/usroads,1187481
Gleich/usroads-48,1161485
Gleich/wb-cs-stanford,102843
Gleich/wb-edu,269502697
Gleich/wikipedia-20051105,87046281
Gleich/wikipedia-20060925,162545849
Gleich/wikipedia-20061104,171983033
Gleich/wikipedia-20070206,195051705
Goodwin/goodwin,5281244
Goodwin/Goodwin_010,334450
Goodwin/Goodwin_013,573886
Goodwin/Goodwin_017,1195812
Goodwin/Goodwin_023,2859112
Goodwin/Goodwin_030,5292724
Goodwin/Goodwin_040,8469572
Goodwin/Goodwin_054,12722228
Goodwin/Goodwin_071,22253456
Goodwin/Goodwin_095,40255312
Goodwin/Goodwin_127,72026192
Goodwin/rim,12682220
Graham/graham1,5288104
Grueninger/windtunnel_evap2d,3076940
Grueninger/windtunnel_evap3d,33730588
Grund/b1_ss,9175
Grund/b2_ss,53508
Grund/bayer01,5482888
Grund/bayer02,673726
Grund/bayer03,584520
Grund/bayer04,2824728
Grund/bayer05,293954
Grund/bayer06,290834
Grund/bayer07,293954
Grund/bayer08,290834
Grund/bayer09,227392
Grund/bayer10,1201924
Grund/b_dyn,53868
Grund/d_dyn1,11270
Grund/d_dyn,11270
Grund/d_dyn1,11270
Grund/d_ss,10435
Grund/meg1,596278
Grund/meg4,284050
Grund/poli3,421426
Grund/poli4,1023348
Grund/poli,98914
Grund/poli_large,370940
Grund/poli3,421426
Grund/poli4,1023348
Grund/poli_large,370940
Gset/G10,68218
Gset/G11,15466
Gset/G12,15466
Gset/G13,15466
Gset/G14,20231
Gset/G15,20165
Gset/G16,20187
Gset/G17,20177
Gset/G18,24772
Gset/G19,24673
Gset/G1,49035
Gset/G10,68218
Gset/G11,15466
Gset/G12,15466
Gset/G13,15466
Gset/G14,20231
Gset/G15,20165
Gset/G16,20187
Gset/G17,20177
Gset/G18,24772
Gset/G19,24673
Gset/G20,24706
Gset/G21,24691
Gset/G22,53055
Gset/G23,53039
Gset/G24,53055
Gset/G25,53055
Gset/G26,53055
Gset/G27,73044
Gset/G28,73028
Gset/G29,73044
Gset/G2,49035
Gset/G20,24706
Gset/G21,24691
Gset/G22,53055
Gset/G23,53039
Gset/G24,53055
Gset/G25,53055
Gset/G26,53055
Gset/G27,73044
Gset/G28,73028
Gset/G29,73044
Gset/G30,73044
Gset/G31,73044
Gset/G32,25066
Gset/G33,25066
Gset/G34,25066
Gset/G35,36799
Gset/G36,36775
Gset/G37,36813
Gset/G38,36801
Gset/G39,48424
Gset/G3,49035
Gset/G30,73044
Gset/G31,73044
Gset/G32,25066
Gset/G33,25066
Gset/G34,25066
Gset/G35,36799
Gset/G36,36775
Gset/G37,36813
Gset/G38,36801
Gset/G39,48424
Gset/G40,48388
Gset/G41,48445
Gset/G42,48427
Gset/G43,31039
Gset/G44,31039
Gset/G45,31039
Gset/G46,31039
Gset/G47,31039
Gset/G48,27035
Gset/G49,27035
Gset/G4,49035
Gset/G40,48388
Gset/G41,48445
Gset/G42,48427
Gset/G43,31039
Gset/G44,31039
Gset/G45,31039
Gset/G46,31039
Gset/G47,31039
Gset/G48,27035
Gset/G49,27035
Gset/G50,27035
Gset/G51,22885
Gset/G52,22899
Gset/G53,22895
Gset/G54,22899
Gset/G55,44231
Gset/G56,56576
Gset/G57,49034
Gset/G58,78383
Gset/G59,107800
Gset/G5,49035
Gset/G50,27035
Gset/G51,22885
Gset/G52,22899
Gset/G53,22895
Gset/G54,22899
Gset/G55,44231
Gset/G56,56576
Gset/G57,49034
Gset/G58,78383
Gset/G59,107800
Gset/G60,57531
Gset/G61,74526
Gset/G62,65034
Gset/G63,106161
Gset/G64,147467
Gset/G65,73034
Gset/G66,81034
Gset/G67,89042
Gset/G6,68210
Gset/G60,57531
Gset/G61,74526
Gset/G62,65034
Gset/G63,106161
Gset/G64,147467
Gset/G65,73034
Gset/G66,81034
Gset/G67,89042
Gset/G7,68210
Gset/G8,68210
Gset/G9,68210
Guettel/TEM152078,41515660
Guettel/TEM181302,50021164
Guettel/TEM27623,3154712
Gupta/gupta1,3218423
Gupta/gupta2,5376099
Gupta/gupta3,9479841
Hamm/add20,187038
Hamm/add32,257818
Hamm/bcircuit,5527556
Hamm/hcircuit,6723228
Hamm/memplus,1593900
Hamm/scircuit,13275972
Hamrle/Hamrle1,9939
Hamrle/Hamrle2,242558
Hamrle/Hamrle3,74459176
Hardesty/Hardesty1,37759104
Hardesty/Hardesty2,53487696
Hardesty/Hardesty3,520122880
Harvard_Seismology/JP,166041044
HB/1138_bus,37342
HB/494_bus,20886
HB/662_bus,26102
HB/685_bus,30138
HB/abb313,12799
HB/arc130,22138
HB/ash219,9723
HB/ash292,12183
HB/ash331,11053
HB/ash608,12715
HB/ash85,9487
HB/ash958,14815
HB/bcspwr01,9230
HB/bcspwr02,9247
HB/bcspwr03,9529
HB/bcspwr04,11549
HB/bcspwr05,12067
HB/bcspwr06,18777
HB/bcspwr07,19775
HB/bcspwr08,20037
HB/bcspwr09,20795
HB/bcspwr10,46857
HB/bcsstk01,11153
HB/bcsstk02,31332
HB/bcsstk03,13058
HB/bcsstk04,28262
HB/bcsstk05,22276
HB/bcsstk06,51330
HB/bcsstk07,51474
HB/bcsstk08,81400
HB/bcsstk09,108848
HB/bcsstk10,127034
HB/bcsstk11,190598
HB/bcsstk12,190742
HB/bcsstk13,442550
HB/bcsstk14,338994
HB/bcsstk15,625798
HB/bcsstk16,2716288
HB/bcsstk17,3029388
HB/bcsstk18,1023112
HB/bcsstk19,49066
HB/bcsstk20,28160
HB/bcsstk21,167282
HB/bcsstk22,13520
HB/bcsstk23,256934
HB/bcsstk24,1004164
HB/bcsstk25,2703352
HB/bcsstk26,174248
HB/bcsstk27,298296
HB/bcsstk28,1367328
HB/bcsstk29,670603
HB/bcsstk30,2164147
HB/bcsstk31,2177467
HB/bcsstk32,2195509
HB/bcsstk33,627257
HB/bcsstm01,9241
HB/bcsstm02,9741
