dataset,size_bytes
Averous/epb2,5676761
Averous/epb3,15430336
Bai/af23560,11398552
Bai/bfwa398,64792
Bai/bfwa62,8299
Bai/bfwa782,144524
Bai/bfwb398,27407
Bai/bfwb62,3755
Bai/bfwb782,70127
Bai/bwm2000,201639
Bai/bwm200,19032
Bai/bwm2000,201639
Bai/cdde1,82148
Bai/cdde2,81220
Bai/cdde3,81189
Bai/cdde4,80259
Bai/cdde5,82150
Bai/cdde6,81212
Bai/ck104,26730
Bai/ck400,62350
Bai/ck656,108974
Bai/cryg10000,1484449
Bai/cryg2500,360998
Bai/dw1024,282510
Bai/dw2048,282511
Bai/dw256A,66439
Bai/dw256B,66621
Bai/dw4096,1187594
Bai/dw8192,1187595
Bai/dwa512,66440
Bai/dwb512,66622
Bai/dwg961a,52491
Bai/dwg961b,153476
Bai/lop163,22232
Bai/mhd1280a,1586974
Bai/mhd1280b,370772
Bai/mhd3200a,1820454
Bai/mhd3200b,285786
Bai/mhd4800a,2760826
Bai/mhd4800b,433365
Bai/mhda416,177682
Bai/mhdb416,28283
Bai/odepa400,12339
Bai/odepb400,7090
Bai/olm1000,77127
Bai/olm100,7370
Bai/olm1000,77127
Bai/olm2000,162624
Bai/olm5000,419125
Bai/olm500,37870
Bai/olm5000,419125
Bai/pde225,24337
Bai/pde2961,323064
Bai/pde900,102300
Bai/qc2534,12086112
Bai/qc324,676970
Bai/qh1484,103611
Bai/qh768,46667
Bai/qh882,56149
Bai/rbsa480,184034
Bai/rbsb480,185538
Bai/rdb1250,121394
Bai/rdb1250l,105121
Bai/rdb1250l,105121
Bai/rdb200,15164
Bai/rdb200l,16206
Bai/rdb200l,16206
Bai/rdb2048,185050
Bai/rdb2048_noL,208517
Bai/rdb2048_noL,208517
Bai/rdb3200l,314957
Bai/rdb450,36414
Bai/rdb450l,35966
Bai/rdb450l,35966
Bai/rdb5000,530204
Bai/rdb800l,64768
Bai/rdb968,78745
Bai/rw136,8918
Bai/rw496,35625
Bai/rw5151,337533
Bai/tols1090,61081
Bai/tols2000,89060
Bai/tols340,38791
Bai/tols4000,151707
Bai/tols90,31258
Bai/tub1000,85320
Bai/tub100,6823
Bai/tub1000,85320
Barabasi/NotreDame_actors,18356973
Barabasi/NotreDame_www,12353243
Barabasi/NotreDame_yeast,20843
Bates/Chem97Zt,645742
Bates/Chem97ZtZ,89923
Bates/Chem97ZtZ,89923
Bates/sls,195088448
Belcastro/human_gene1,399408031
Belcastro/human_gene2,201661805
Belcastro/mouse_gene,309344586
BenElechi/BenElechi1,211530285
Bindel/ted_AB,18629957
Bindel/ted_AB_unscaled,18269711
Bindel/ted_A,13492675
Bindel/ted_A_unscaled,13188061
Bindel/ted_AB,18629957
Bindel/ted_AB_unscaled,18269711
Bindel/ted_AB_unscaled,18269711
Bindel/ted_A_unscaled,13188061
Bindel/ted_B,2398189
Bindel/ted_B_unscaled,2451210
Bindel/ted_B_unscaled,2451210
Bodendiek/CurlCurl_0,1896287
Bodendiek/CurlCurl_1,45093880
Bodendiek/CurlCurl_2,166290660
Bodendiek/CurlCurl_3,256969046
Bodendiek/CurlCurl_4,515976806
Boeing/bcsstk34,246498
Boeing/bcsstk35,19009271
Boeing/bcsstk36,14835073
Boeing/bcsstk37,14964010
Boeing/bcsstk38,4393103
Boeing/bcsstk39,22210138
Boeing/bcsstm34,284684
Boeing/bcsstm35,478424
Boeing/bcsstm36,4471760
Boeing/bcsstm37,385304
Boeing/bcsstm38,193541
Boeing/bcsstm39,952310
Boeing/crystk01,4975283
Boeing/crystk02,15656788
Boeing/crystk03,28910138
Boeing/crystm01,1679463
Boeing/crystm02,5275014
Boeing/crystm03,9738447
Boeing/ct20stif,37791799
Boeing/msc00726,449167
Boeing/msc01050,372740
Boeing/msc01440,613505
Boeing/msc04515,1349080
Boeing/msc10848,17022490
Boeing/msc23052,16730322
Boeing/nasa1824,562289
Boeing/nasa2910,831012
Boeing/nasa4704,524200
Boeing/pcrystk02,5122085
Boeing/pcrystk03,9872596
Boeing/pct20stif,15915707
Boeing/pwtk,173051674
Bomhof/circuit_1,1016609
Bomhof/circuit_2,501687
Bomhof/circuit_3,1236603
Bomhof/circuit_4,7466329
Botonakis/FEM_3D_thermal1,14090608
Botonakis/FEM_3D_thermal2,120473600
Botonakis/thermomech_dK,98850836
Botonakis/thermomech_dM,27996327
Botonakis/thermomech_TC,13474985
Botonakis/thermomech_TK,13445746
Bourchtein/atmosmodd,294411638
Bourchtein/atmosmodj,294411638
Bourchtein/atmosmodl,241375075
Bourchtein/atmosmodm,221980978
Bova/rma10,66107846
Brethour/coater1,461312
Brethour/coater2,5369049
Brogan/specular,248465428
Brunetiere/thermal,2075335
Buss/12month1,247346283
Buss/connectus,10971478
Bydder/mri1,19663047
Bydder/mri2,18925254
Cannizzo/sts4098,1128759
Castrillon/denormal,10973997
CEMW/t2em,76034644
CEMW/tmt_sym,98873652
CEMW/tmt_unsym,154240643
CEMW/vfem,37755494
Chen/pkustk01,5506456
Chen/pkustk02,4091496
Chen/pkustk03,18642916
Chen/pkustk04,24759659
Chen/pkustk05,12801882
Chen/pkustk06,15032982
Chen/pkustk07,13083343
Chen/pkustk08,17949768
Chen/pkustk09,9176185
Chen/pkustk10,25742470
Chen/pkustk11,31171026
Chen/pkustk12,44836178
Chen/pkustk13,39500341
Chen/pkustk14,92297932
Chevron/Chevron1,10950023
Chevron/Chevron2,27588347
Chevron/Chevron3,124587967
Chevron/Chevron4,236917645
Clark/tomographic1,15797803
Cote/mplate,3753209
Cote/vibrobox,5089810
CPM/cz10228,3161592
CPM/cz1268,374544
CPM/cz148,46425
CPM/cz20468,6505965
CPM/cz2548,767379
CPM/cz308,92619
CPM/cz40948,13174381
CPM/cz5108,1571359
CPM/cz628,184672
Cunningham/k3plates,11696835
Cunningham/m3plates,207262
Cunningham/qa8fk,29291895
Cunningham/qa8fm,28622359
Cylshell/s1rmq4m1,4030760
Cylshell/s1rmt3m1,3260360
Cylshell/s2rmq4m1,4073415
Cylshell/s2rmt3m1,3301560
Cylshell/s3rmq4m1,4147534
Cylshell/s3rmt3m1,3331547
Cylshell/s3rmt3m3,3167757
Dattorro/EternityII_A,10585852
Dattorro/EternityII_E,21494797
Dattorro/EternityII_Etilde,16146406
Dattorro/EternityII_Etilde,16146406
Davis/FX_March2010,3089601
Dehghani/light_in_tissue,22559502
DIMACS10/144,13393430
DIMACS10/333SP,171065600
DIMACS10/598a,8931098
DIMACS10/adaptive,213559570
DIMACS10/ak2010,1952553
DIMACS10/al2010,11660489
DIMACS10/ar2010,8471350
DIMACS10/AS365,175191432
DIMACS10/asia_osm,205075012
DIMACS10/auto,44769049
DIMACS10/az2010,11311329
DIMACS10/belgium_osm,22361068
DIMACS10/ca2010,33937255
DIMACS10/caidaRouterLevel,7309947
DIMACS10/channel-500x100x100-b050,663216414
DIMACS10/chesapeake,12767
DIMACS10/citationCiteseer,15061914
DIMACS10/co2010,9143423
DIMACS10/coAuthorsCiteseer,10076511
DIMACS10/coAuthorsDBLP,12359427
DIMACS10/coPapersCiteseer,206980023
DIMACS10/coPapersDBLP,200648290
DIMACS10/cs4,496133
DIMACS10/ct2010,2939140
DIMACS10/cti,527029
DIMACS10/data,149358
DIMACS10/de2010,979641
DIMACS10/delaunay_n10,33376
DIMACS10/delaunay_n11,64047
DIMACS10/delaunay_n12,125433
DIMACS10/delaunay_n13,248343
DIMACS10/delaunay_n14,532325
DIMACS10/delaunay_n15,1122030
DIMACS10/delaunay_n16,2301889
DIMACS10/delaunay_n17,4847445
DIMACS10/delaunay_n18,10352071
DIMACS10/delaunay_n19,21362896
DIMACS10/delaunay_n20,43672993
DIMACS10/delaunay_n21,94003421
DIMACS10/delaunay_n22,194668273
DIMACS10/delaunay_n23,395996485
DIMACS10/delaunay_n24,839313320
DIMACS10/europe_osm,949001449
DIMACS10/fe_4elt2,342171
DIMACS10/fe_body,1896749
DIMACS10/fe_ocean,5111108
DIMACS10/fe_rotor,7806253
DIMACS10/fe_sphere,535407
DIMACS10/fe_tooth,5346909
DIMACS10/fl2010,22563843
DIMACS10/ga2010,13571139
DIMACS10/germany_osm,198530870
DIMACS10/G_n_pin_pout,5905393
DIMACS10/great-britain_osm,128013309
DIMACS10/hi2010,1053390
DIMACS10/hugebubbles-00000,461146895
DIMACS10/hugebubbles-00010,491920324
DIMACS10/hugebubbles-00020,538908068
DIMACS10/hugetrace-00000,106744696
DIMACS10/hugetrace-00010,292160243
DIMACS10/hugetrace-00020,398660850
DIMACS10/hugetric-00000,136414854
DIMACS10/hugetric-00010,154852147
DIMACS10/hugetric-00020,167570851
DIMACS10/ia2010,9664147
DIMACS10/id2010,6729287
DIMACS10/il2010,20840700
DIMACS10/in2010,12141777
DIMACS10/italy_osm,109866268
DIMACS10/kron_g500-logn16,33623259
DIMACS10/kron_g500-logn17,73045402
DIMACS10/kron_g500-logn18,160536582
DIMACS10/kron_g500-logn19,339186332
DIMACS10/kron_g500-logn20,708863873
DIMACS10/kron_g500-logn21,1542215276
DIMACS10/ks2010,10667800
DIMACS10/ky2010,7293661
DIMACS10/la2010,9186772
DIMACS10/luxembourg_osm,1451521
DIMACS10/m14b,21793510
DIMACS10/M6,161207281
DIMACS10/ma2010,7088724
DIMACS10/md2010,6356392
DIMACS10/me2010,2974741
DIMACS10/mi2010,15186062
DIMACS10/mn2010,11750117
DIMACS10/mo2010,15892141
DIMACS10/ms2010,7818339
DIMACS10/mt2010,5895719
DIMACS10/NACA0015,43158413
DIMACS10/nc2010,13542027
DIMACS10/nd2010,5785874
DIMACS10/ne2010,8575384
DIMACS10/netherlands_osm,36584081
DIMACS10/nh2010,2046296
DIMACS10/nj2010,7623781
DIMACS10/NLR,192986594
DIMACS10/nm2010,7747363
DIMACS10/nv2010,3692579
DIMACS10/ny2010,16394256
DIMACS10/oh2010,16930462
DIMACS10/ok2010,12132846
DIMACS10/or2010,9222130
DIMACS10/pa2010,19743232
DIMACS10/packing-500x100x100-b050,261651895
DIMACS10/preferentialAttachment,5546118
DIMACS10/rgg_n_2_15_s0,1824972
DIMACS10/rgg_n_2_16_s0,4003314
DIMACS10/rgg_n_2_17_s0,8984218
DIMACS10/rgg_n_2_18_s0,20370925
DIMACS10/rgg_n_2_19_s0,44419561
DIMACS10/rgg_n_2_20_s0,95683805
DIMACS10/rgg_n_2_21_s0,216477917
DIMACS10/rgg_n_2_22_s0,469708915
DIMACS10/rgg_n_2_23_s0,999264743
DIMACS10/rgg_n_2_24_s0,2210504193
DIMACS10/ri2010,1054818
DIMACS10/road_central,278013438
DIMACS10/road_usa,492496999
DIMACS10/sc2010,8328039
DIMACS10/sd2010,3695612
DIMACS10/smallworld,5890340
DIMACS10/t60k,1052407
DIMACS10/tn2010,11303405
DIMACS10/tx2010,43680688
DIMACS10/uk,77339
DIMACS10/ut2010,5157189
DIMACS10/va2010,13354618
DIMACS10/venturiLevel3,124428249
DIMACS10/vsp_barth5_1Ksep_50in_5Kout,1153233
DIMACS10/vsp_bcsstk30_500sep_10in_1Kout,23433185
DIMACS10/vsp_befref_fxm_2_4_air02,1014517
DIMACS10/vsp_bump2_e18_aa01_model1_crew1,3520592
DIMACS10/vsp_c-30_data_data,570832
DIMACS10/vsp_c-60_data_cti_cs4,2741379
DIMACS10/vsp_data_and_seymourl,545730
DIMACS10/vsp_finan512_scagr7-2c_rlfddd,6725863
DIMACS10/vsp_mod2_pgp2_slptsk,4571646
DIMACS10/vsp_model1_crew1_cr42_south31,1980937
DIMACS10/vsp_msc10848_300sep_100in_1Kout,13419566
DIMACS10/vsp_p0291_seymourl_iiasa,526267
DIMACS10/vsp_sctap1-2b_and_seymourl,1591352
DIMACS10/vsp_south31_slptsk,2080514
DIMACS10/vsp_vibrobox_scagr7-2c_rlfddd,4946821
DIMACS10/vt2010,1347443
DIMACS10/wa2010,8889746
DIMACS10/wi2010,11533303
DIMACS10/wing,1432532
DIMACS10/wing_nodal,769204
DIMACS10/wing_nodal,769204
DIMACS10/wv2010,6005148
DIMACS10/wy2010,3817514
DNVS/crplat2,5266021
DNVS/fcondp2,74004891
DNVS/fullb,76778251
DNVS/halfb,82310146
DNVS/m_t1,154696105
DNVS/ship_001,66755961
DNVS/ship_003,93176150
DNVS/shipsec1,90442370
DNVS/shipsec5,115345962
DNVS/shipsec8,78091200
DNVS/thread,69603196
DNVS/trdheim,10765900
DNVS/troll,79064126
DNVS/tsyl201,13524065
DNVS/x104,152148371
DRIVCAV/cavity01,202196
DRIVCAV/cavity02,175276
DRIVCAV/cavity03,198618
DRIVCAV/cavity04,172301
DRIVCAV/cavity05,930634
DRIVCAV/cavity06,871050
DRIVCAV/cavity07,922312
DRIVCAV/cavity08,863652
DRIVCAV/cavity09,916018
DRIVCAV/cavity10,2255165
DRIVCAV/cavity11,2160470
DRIVCAV/cavity12,2241550
DRIVCAV/cavity13,2150392
DRIVCAV/cavity14,2229956
DRIVCAV/cavity15,2141483
DRIVCAV/cavity16,4136566
DRIVCAV/cavity17,4004916
DRIVCAV/cavity18,4119161
DRIVCAV/cavity19,4002413
DRIVCAV/cavity20,4115415
DRIVCAV/cavity21,3996708
DRIVCAV/cavity22,4107947
DRIVCAV/cavity23,3988231
DRIVCAV/cavity24,4099381
DRIVCAV/cavity25,3981170
DRIVCAV/cavity26,4093389
Dziekonski/dielFilterV2clx,496536347
Dziekonski/dielFilterV2real,886828237
Dziekonski/dielFilterV3clx,664900385
Dziekonski/dielFilterV3real,1614693314
Dziekonski/gsm_106857,394468566
Embree/ifiss_mat,121754390
Engwirda/airfoil_2d,8023438
FEMLAB/ns3Da,54865866
FEMLAB/poisson2D,68803
FEMLAB/poisson3Da,11264638
FEMLAB/poisson3Db,79035857
FEMLAB/problem1,81061
FEMLAB/sme3Da,27076655
FEMLAB/sme3Db,66557445
FEMLAB/sme3Dc,101539584
FEMLAB/waveguide3D,10825137
FIDAP/ex10,829382
FIDAP/ex10hs,869961
FIDAP/ex11,33249657
FIDAP/ex12,1202562
FIDAP/ex13,1116570
FIDAP/ex14,987033
FIDAP/ex15,1557912
FIDAP/ex18,2116065
FIDAP/ex19,7787291
FIDAP/ex1,120001
FIDAP/ex10,829382
FIDAP/ex10hs,869961
FIDAP/ex10hs,869961
FIDAP/ex11,33249657
FIDAP/ex12,1202562
FIDAP/ex13,1116570
FIDAP/ex14,987033
FIDAP/ex15,1557912
FIDAP/ex18,2116065
FIDAP/ex19,7787291
FIDAP/ex20,2032388
FIDAP/ex21,536328
FIDAP/ex22,636084
FIDAP/ex23,1224729
FIDAP/ex24,1391370
FIDAP/ex25,693179
FIDAP/ex26,2428483
FIDAP/ex27,1110579
FIDAP/ex28,2270109
FIDAP/ex29,706078
FIDAP/ex2,373396
FIDAP/ex20,2032388
FIDAP/ex21,536328
FIDAP/ex22,636084
FIDAP/ex23,1224729
FIDAP/ex24,1391370
FIDAP/ex25,693179
FIDAP/ex26,2428483
FIDAP/ex27,1110579
FIDAP/ex28,2270109
FIDAP/ex29,706078
FIDAP/ex31,3027664
FIDAP/ex32,164302
FIDAP/ex33,340575
FIDAP/ex35,7035655
FIDAP/ex36,1558355
FIDAP/ex37,1948003
FIDAP/ex3,775133
FIDAP/ex31,3027664
FIDAP/ex32,164302
FIDAP/ex33,340575
FIDAP/ex35,7035655
FIDAP/ex36,1558355
FIDAP/ex37,1948003
FIDAP/ex40,13860279
FIDAP/ex4,483701
FIDAP/ex40,13860279
FIDAP/ex5,4339
FIDAP/ex6,1414722
FIDAP/ex7,1418556
FIDAP/ex8,2812124
FIDAP/ex9,1488961
Fluorem/DK01R,338154
Fluorem/GT01R,13226746
Fluorem/HV15R,10259150708
Fluorem/PR02R,274015767
Fluorem/RM07R,1280823758
FreeFieldTechnologies/mono_500Hz,279786865
Freescale/circuit5M,2164794580
Freescale/circuit5M_dc,636034052
Freescale/circuit5M_dc,636034052
Freescale/Freescale1,665098524
Freescale/Freescale2,540787156
Freescale/FullChip,718534319
Freescale/memchip,524411862
Freescale/nxp1,68221570
Freescale/transient,32005561
Gaertner/big,1212695
Gaertner/nopoly,524631
Gaertner/pesa,1036502
GAP/GAP-kron,46279284026
GAP/GAP-road,628424676
GAP/GAP-twitter,31423834312
GAP/GAP-urand,47074534849
GAP/GAP-web,40948741973
Garon/garon1,1773419
Garon/garon2,8177901
GenBank/kmer_A2a,3370816176
GenBank/kmer_P1a,2740820271
GenBank/kmer_U1a,1226166334
GenBank/kmer_V1r,4412691403
GenBank/kmer_V2a,1031216254
GHS_indef/a0nsdsil,3273766
GHS_indef/a2nnsnsl,3196896
GHS_indef/a5esindl,2284397
GHS_indef/aug2dc,558146
GHS_indef/aug2d,535790
GHS_indef/aug2dc,558146
GHS_indef/aug3d,487212
GHS_indef/aug3dcqp,1574272
GHS_indef/aug3dcqp,1574272
GHS_indef/blockqp1,4825370
GHS_indef/bloweya,1179557
GHS_indef/bloweybl,1037271
GHS_indef/bloweybq,482837
GHS_indef/bmw3_2,146026261
GHS_indef/boyd1,12822568
GHS_indef/boyd2,15058833
GHS_indef/brainpc2,1788550
GHS_indef/bratu3d,1394772
GHS_indef/c-55,6158108
GHS_indef/c-58,8646666
GHS_indef/c-59,7347649
GHS_indef/c-62ghs,8708054
GHS_indef/c-63,6611595
GHS_indef/c-68,8528992
GHS_indef/c-69,9487210
GHS_indef/c-70,9971387
GHS_indef/c-71,13273046
GHS_indef/c-72,10673850
GHS_indef/cont-201,3623029
GHS_indef/cont-300,8745063
GHS_indef/copter2,12226147
GHS_indef/cvxqp3,1166963
GHS_indef/darcy003,26660482
GHS_indef/dawson5,15885253
GHS_indef/dixmaanl,5010164
GHS_indef/d_pretok,18765578
GHS_indef/dtoc,529250
GHS_indef/exdata_1,27127606
GHS_indef/helm2d03,54095648
GHS_indef/helm3d01,7631704
GHS_indef/k1_san,6114824
GHS_indef/laser,94220
GHS_indef/linverse,1637901
GHS_indef/mario001,2384452
GHS_indef/mario002,26660594
GHS_indef/ncvxbqp1,4279674
GHS_indef/ncvxqp1,733916
GHS_indef/ncvxqp3,5193843
GHS_indef/ncvxqp5,4728074
GHS_indef/ncvxqp7,5826335
GHS_indef/ncvxqp9,549797
GHS_indef/olesnik0,8120303
GHS_indef/qpband,427237
GHS_indef/sit100,599372
GHS_indef/sparsine,25634556
GHS_indef/spmsrtls,4185676
GHS_indef/stokes128,9606505
GHS_indef/stokes64,2294228
GHS_indef/stokes64s,2319540
GHS_indef/stokes64s,2319540
GHS_indef/tuma1,881770
GHS_indef/tuma2,474373
GHS_indef/turon_m,19504920
GHS_psdef/apache1,6842623
GHS_psdef/apache2,68735646
GHS_psdef/audikw_1,1331227705
GHS_psdef/bmw7st_1,124191466
GHS_psdef/bmwcra_1,180442274
GHS_psdef/copter1,1225213
GHS_psdef/copter2,4729555
GHS_psdef/crankseg_1,127061903
GHS_psdef/crankseg_2,169832605
GHS_psdef/cvxbqp1,4122394
GHS_psdef/finance256,1913809
GHS_psdef/ford1,649458
GHS_psdef/ford2,3805133
GHS_psdef/gridgena,9428021
GHS_psdef/hood,159513459
GHS_psdef/inline_1,640107858
GHS_psdef/jnlbrng1,3220931
GHS_psdef/ldoor,707194981
GHS_psdef/minsurfo,3883928
GHS_psdef/obstclae,1761024
GHS_psdef/oilpan,42056126
GHS_psdef/opt1,10346060
GHS_psdef/pds10,893662
GHS_psdef/pwt,2066038
GHS_psdef/ramage02,15436840
GHS_psdef/s3dkq4m2,76394110
GHS_psdef/s3dkt3m2,61588188
GHS_psdef/srb1,17498948
GHS_psdef/torsion1,1761161
GHS_psdef/vanbody,38538139
GHS_psdef/wathen100,7882165
GHS_psdef/wathen120,9488271
Gleich/flickr,121825529
Gleich/minnesota,30874
Gleich/usroads-48,1982434
Gleich/usroads,2031936
Gleich/usroads-48,1982434
Gleich/wb-cs-stanford,362058
Gleich/wb-edu,903101902
Gleich/wikipedia-20051105,268117074
Gleich/wikipedia-20060925,526911085
Gleich/wikipedia-20061104,558404838
Gleich/wikipedia-20070206,642663437
Goodwin/goodwin,5929538
Goodwin/Goodwin_010,846849
Goodwin/Goodwin_013,1519661
Goodwin/Goodwin_017,2695246
Goodwin/Goodwin_023,5078260
Goodwin/Goodwin_030,8788580
Goodwin/Goodwin_040,16334715
Goodwin/Goodwin_054,30515545
Goodwin/Goodwin_071,53755018
Goodwin/Goodwin_095,96955661
Goodwin/Goodwin_127,179300302
Goodwin/rim,31839993
Graham/graham1,10497968
Grueninger/windtunnel_evap2d,4887953
Grueninger/windtunnel_evap3d,52486806
Grund/b1_ss,688
Grund/b2_ss,60199
Grund/bayer01,8964130
Grund/bayer02,1975520
Grund/bayer03,1205288
Grund/bayer04,3663508
Grund/bayer05,634149
Grund/bayer06,707820
Grund/bayer07,643084
Grund/bayer08,702912
Grund/bayer09,468892
Grund/bayer10,2224448
Grund/b_dyn,85370
Grund/d_dyn1,3227
Grund/d_dyn,4744
Grund/d_dyn1,3227
Grund/d_ss,2112
Grund/meg1,1679240
Grund/meg4,420722
Grund/poli3,556275
Grund/poli4,1073382
Grund/poli,110398
Grund/poli_large,472002
Grund/poli3,556275
Grund/poli4,1073382
Grund/poli_large,472002
Gset/G10,196881
Gset/G11,16906
Gset/G12,16925
Gset/G13,16906
Gset/G14,34370
Gset/G15,33946
Gset/G16,34107
Gset/G17,34013
Gset/G18,45924
Gset/G19,45506
Gset/G1,148824
Gset/G10,196881
Gset/G11,16906
Gset/G12,16925
Gset/G13,16906
Gset/G14,34370
Gset/G15,33946
Gset/G16,34107
Gset/G17,34013
Gset/G18,45924
Gset/G19,45506
Gset/G20,45661
Gset/G21,45565
Gset/G22,178394
Gset/G23,178410
Gset/G24,178283
Gset/G25,178285
Gset/G26,178262
Gset/G27,228399
Gset/G28,228290
Gset/G29,228227
Gset/G2,148740
Gset/G20,45661
Gset/G21,45565
Gset/G22,178394
Gset/G23,178410
Gset/G24,178283
Gset/G25,178285
Gset/G26,178262
Gset/G27,228399
Gset/G28,228290
Gset/G29,228227
Gset/G30,228219
Gset/G31,228286
Gset/G32,46119
Gset/G33,46144
Gset/G34,46153
Gset/G35,95364
Gset/G36,95615
Gset/G37,95477
Gset/G38,95502
Gset/G39,124646
Gset/G3,148766
Gset/G30,228219
Gset/G31,228286
Gset/G32,46119
Gset/G33,46144
Gset/G34,46153
Gset/G35,95364
Gset/G36,95615
Gset/G37,95477
Gset/G38,95502
Gset/G39,124646
Gset/G40,124930
Gset/G41,124799
Gset/G42,124740
Gset/G43,78306
Gset/G44,78330
Gset/G45,78371
Gset/G46,78248
Gset/G47,78351
Gset/G48,56088
Gset/G49,56089
Gset/G4,148839
Gset/G40,124930
Gset/G41,124799
Gset/G42,124740
Gset/G43,78306
Gset/G44,78330
Gset/G45,78371
Gset/G46,78248
Gset/G47,78351
Gset/G48,56088
Gset/G49,56089
Gset/G50,56089
Gset/G51,43104
Gset/G52,43324
Gset/G53,43358
Gset/G54,43338
Gset/G55,120148
Gset/G56,151271
Gset/G57,121118
Gset/G58,259854
Gset/G59,333582
Gset/G5,148850
Gset/G50,56089
Gset/G51,43104
Gset/G52,43324
Gset/G53,43358
Gset/G54,43338
Gset/G55,120148
Gset/G56,151271
Gset/G57,121118
Gset/G58,259854
Gset/G59,333582
Gset/G60,166801
Gset/G61,209341
Gset/G62,171139
Gset/G63,371738
Gset/G64,474973
Gset/G65,196140
Gset/G66,221059
Gset/G67,246177
Gset/G6,196696
Gset/G60,166801
Gset/G61,209341
Gset/G62,171139
Gset/G63,371738
Gset/G64,474973
Gset/G65,196140
Gset/G66,221059
Gset/G67,246177
Gset/G7,196764
Gset/G8,196800
Gset/G9,196820
Guettel/TEM152078,110348691
Guettel/TEM181302,134898418
Guettel/TEM27623,7496060
Gupta/gupta1,12050323
Gupta/gupta2,24736351
Gupta/gupta3,52535011
Hamm/add20,424775
Hamm/add32,637370
Hamm/bcircuit,11717410
Hamm/hcircuit,16579782
Hamm/memplus,3328451
Hamm/scircuit,30133539
Hamrle/Hamrle1,2148
Hamrle/Hamrle2,485733
Hamrle/Hamrle3,145325610
Hardesty/Hardesty1,105890724
Hardesty/Hardesty2,111324736
Hardesty/Hardesty3,773737103
Harvard_Seismology/JP,436671896
HB/1138_bus,49283
HB/494_bus,20322
HB/662_bus,29488
HB/685_bus,37363
HB/abb313,11348
HB/arc130,29959
HB/ash219,3386
HB/ash292,9674
HB/ash331,4961
HB/ash608,9403
HB/ash85,2343
HB/ash958,15000
HB/bcspwr01,1056
HB/bcspwr02,1188
HB/bcspwr03,2458
HB/bcspwr04,7394
HB/bcspwr05,8383
HB/bcspwr06,29202
HB/bcspwr07,32679
HB/bcspwr08,33763
HB/bcspwr09,37558
HB/bcspwr10,132180
HB/bcsstk01,4881
HB/bcsstk02,50789
HB/bcsstk03,8988
HB/bcsstk04,43482
HB/bcsstk05,30476
HB/bcsstk06,99894
HB/bcsstk07,100034
HB/bcsstk08,168977
HB/bcsstk09,238764
HB/bcsstk10,284479
HB/bcsstk11,448786
HB/bcsstk12,448926
HB/bcsstk13,1095655
HB/bcsstk14,857917
HB/bcsstk15,1636727
HB/bcsstk16,4013015
HB/bcsstk17,6021714
HB/bcsstk18,2204462
HB/bcsstk19,97488
HB/bcsstk20,46648
HB/bcsstk21,291891
HB/bcsstk22,10495
HB/bcsstk23,636685
HB/bcsstk24,2200728
HB/bcsstk25,3757232
HB/bcsstk26,427407
HB/bcsstk27,760617
HB/bcsstk28,3006607
