dataset,size_bytes
CEMW/vfem,12163276
Chen/pkustk01,150734
Chen/pkustk02,80011
Chen/pkustk03,409114
Chen/pkustk04,539185
Chen/pkustk05,273710
Chen/pkustk06,314311
Chen/pkustk07,227275
Chen/pkustk08,315535
Chen/pkustk09,221117
Chen/pkustk10,547520
Chen/pkustk11,689465
Chen/pkustk12,1083436
Chen/pkustk13,1019907
Chen/pkustk14,1659019
Chevron/Chevron1,459576
Chevron/Chevron2,1309493
Chevron/Chevron3,8729489
Chevron/Chevron4,17101626
Clark/tomographic1,1738775
Cote/mplate,233835
Cote/vibrobox,506312
CPM/cz10228,518687
CPM/cz1268,67056
CPM/cz148,18275
CPM/cz20468,1039834
CPM/cz2548,132253
CPM/cz308,24265
CPM/cz40948,2133073
CPM/cz5108,258947
CPM/cz628,36388
Cunningham/k3plates,2405287
Cunningham/m3plates,50793
Cunningham/qa8fk,822435
Cunningham/qa8fm,821197
Cylshell/s1rmq4m1,482730
Cylshell/s1rmt3m1,429769
Cylshell/s2rmq4m1,496358
Cylshell/s2rmt3m1,441171
Cylshell/s3rmq4m1,505344
Cylshell/s3rmt3m1,453995
Cylshell/s3rmt3m3,765966
Dattorro/EternityII_A,1536161
Dattorro/EternityII_E,2574613
Dattorro/EternityII_Etilde,2198229
Dattorro/EternityII_Etilde,2198229
Davis/FX_March2010,677227
Dehghani/light_in_tissue,933993
DIMACS10/144,2383143
DIMACS10/333SP,28068837
DIMACS10/598a,1960042
DIMACS10/adaptive,31686272
DIMACS10/ak2010,591762
DIMACS10/al2010,3254517
DIMACS10/ar2010,2360743
DIMACS10/AS365,33252066
DIMACS10/asia_osm,37331141
DIMACS10/auto,8207630
DIMACS10/az2010,3273530
DIMACS10/belgium_osm,4758569
DIMACS10/ca2010,9434809
DIMACS10/caidaRouterLevel,1648853
DIMACS10/channel-500x100x100-b050,59191633
DIMACS10/chesapeake,20502
DIMACS10/citationCiteseer,3433894
DIMACS10/co2010,2559033
DIMACS10/coAuthorsCiteseer,1387673
DIMACS10/coAuthorsDBLP,2047456
DIMACS10/coPapersCiteseer,4306222
DIMACS10/coPapersDBLP,6091326
DIMACS10/cs4,137078
DIMACS10/ct2010,898017
DIMACS10/cti,127535
DIMACS10/data,40199
DIMACS10/de2010,307396
DIMACS10/delaunay_n10,23425
DIMACS10/delaunay_n11,29359
DIMACS10/delaunay_n12,41441
DIMACS10/delaunay_n13,65773
DIMACS10/delaunay_n14,113924
DIMACS10/delaunay_n15,210563
DIMACS10/delaunay_n16,381310
DIMACS10/delaunay_n17,751841
DIMACS10/delaunay_n18,1487918
DIMACS10/delaunay_n19,2960856
DIMACS10/delaunay_n20,5899817
DIMACS10/delaunay_n21,11794765
DIMACS10/delaunay_n22,23551885
DIMACS10/delaunay_n23,47141969
DIMACS10/delaunay_n24,94192592
DIMACS10/europe_osm,164318132
DIMACS10/fe_4elt2,88624
DIMACS10/fe_body,291870
DIMACS10/fe_ocean,985674
DIMACS10/fe_rotor,1256051
DIMACS10/fe_sphere,128506
DIMACS10/fe_tooth,793952
DIMACS10/fl2010,6155809
DIMACS10/ga2010,3678727
DIMACS10/germany_osm,38680405
DIMACS10/G_n_pin_pout,1280132
DIMACS10/great-britain_osm,24905529
DIMACS10/hi2010,327274
DIMACS10/hugebubbles-00000,81474290
DIMACS10/hugebubbles-00010,98111697
DIMACS10/hugebubbles-00020,106161154
DIMACS10/hugetrace-00000,20247237
DIMACS10/hugetrace-00010,55586610
DIMACS10/hugetrace-00020,76472303
DIMACS10/hugetric-00000,25475597
DIMACS10/hugetric-00010,32519826
DIMACS10/hugetric-00020,35139606
DIMACS10/ia2010,2630823
DIMACS10/id2010,1926763
DIMACS10/il2010,5671775
DIMACS10/in2010,3301906
DIMACS10/italy_osm,20805514
DIMACS10/kron_g500-logn16,5056185
DIMACS10/kron_g500-logn17,11148658
DIMACS10/kron_g500-logn18,24563086
DIMACS10/kron_g500-logn19,53741675
DIMACS10/kron_g500-logn20,116974468
DIMACS10/kron_g500-logn21,253473701
DIMACS10/ks2010,2886494
DIMACS10/ky2010,2036496
DIMACS10/la2010,2557756
DIMACS10/luxembourg_osm,374075
DIMACS10/m14b,3521670
DIMACS10/M6,30629003
DIMACS10/ma2010,2059590
DIMACS10/md2010,1836757
DIMACS10/me2010,902384
DIMACS10/mi2010,4146628
DIMACS10/mn2010,3211649
DIMACS10/mo2010,4312997
DIMACS10/ms2010,2182564
DIMACS10/mt2010,1705280
DIMACS10/NACA0015,8895251
DIMACS10/nc2010,3702299
DIMACS10/nd2010,1644097
DIMACS10/ne2010,2356699
DIMACS10/netherlands_osm,7191253
DIMACS10/nh2010,626161
DIMACS10/nj2010,2159431
DIMACS10/NLR,36408934
DIMACS10/nm2010,2225815
DIMACS10/nv2010,1124402
DIMACS10/ny2010,4503840
DIMACS10/oh2010,4598746
DIMACS10/ok2010,3317894
DIMACS10/or2010,2617212
DIMACS10/pa2010,5395077
DIMACS10/packing-500x100x100-b050,25493582
DIMACS10/preferentialAttachment,1390964
DIMACS10/rgg_n_2_15_s0,236879
DIMACS10/rgg_n_2_16_s0,478978
DIMACS10/rgg_n_2_17_s0,995391
DIMACS10/rgg_n_2_18_s0,2085416
DIMACS10/rgg_n_2_19_s0,4358187
DIMACS10/rgg_n_2_20_s0,9118651
DIMACS10/rgg_n_2_21_s0,19109873
DIMACS10/rgg_n_2_22_s0,40267672
DIMACS10/rgg_n_2_23_s0,87456976
DIMACS10/rgg_n_2_24_s0,197996731
DIMACS10/ri2010,325858
DIMACS10/road_central,54360476
DIMACS10/road_usa,81158085
DIMACS10/sc2010,2357640
DIMACS10/sd2010,1070093
DIMACS10/smallworld,802598
DIMACS10/t60k,282814
DIMACS10/tn2010,3103608
DIMACS10/tx2010,11745769
DIMACS10/uk,39137
DIMACS10/ut2010,1524330
DIMACS10/va2010,3617024
DIMACS10/venturiLevel3,18561114
DIMACS10/vsp_barth5_1Ksep_50in_5Kout,255877
DIMACS10/vsp_bcsstk30_500sep_10in_1Kout,3659509
DIMACS10/vsp_befref_fxm_2_4_air02,129321
DIMACS10/vsp_bump2_e18_aa01_model1_crew1,516872
DIMACS10/vsp_c-30_data_data,68406
DIMACS10/vsp_c-60_data_cti_cs4,437433
DIMACS10/vsp_data_and_seymourl,95441
DIMACS10/vsp_finan512_scagr7-2c_rlfddd,985591
DIMACS10/vsp_mod2_pgp2_slptsk,754265
DIMACS10/vsp_model1_crew1_cr42_south31,293661
DIMACS10/vsp_msc10848_300sep_100in_1Kout,1793972
DIMACS10/vsp_p0291_seymourl_iiasa,96902
DIMACS10/vsp_sctap1-2b_and_seymourl,298833
DIMACS10/vsp_south31_slptsk,244415
DIMACS10/vsp_vibrobox_scagr7-2c_rlfddd,738867
DIMACS10/vt2010,415621
DIMACS10/wa2010,2532250
DIMACS10/wi2010,3168005
DIMACS10/wing,351566
DIMACS10/wing_nodal,158766
DIMACS10/wing_nodal,158766
DIMACS10/wv2010,1720255
DIMACS10/wy2010,1144904
DNVS/crplat2,112151
DNVS/fcondp2,1289445
DNVS/fullb,1460540
DNVS/halfb,1494389
DNVS/m_t1,38785011
DNVS/ship_001,13465833
DNVS/ship_003,10302717
DNVS/shipsec1,8536457
DNVS/shipsec5,12458770
DNVS/shipsec8,8297509
DNVS/thread,16710260
DNVS/trdheim,134071
DNVS/troll,1585726
DNVS/tsyl201,263062
DNVS/x104,29784374
DRIVCAV/cavity01,28985
DRIVCAV/cavity02,44581
DRIVCAV/cavity03,52773
DRIVCAV/cavity04,44542
DRIVCAV/cavity05,97631
DRIVCAV/cavity06,186509
DRIVCAV/cavity07,203925
DRIVCAV/cavity08,185956
DRIVCAV/cavity09,203744
DRIVCAV/cavity10,226676
DRIVCAV/cavity11,459352
DRIVCAV/cavity12,486759
DRIVCAV/cavity13,459867
DRIVCAV/cavity14,486920
DRIVCAV/cavity15,459595
DRIVCAV/cavity16,413707
DRIVCAV/cavity17,839480
DRIVCAV/cavity18,877632
DRIVCAV/cavity19,841924
DRIVCAV/cavity20,878860
DRIVCAV/cavity21,842884
DRIVCAV/cavity22,879552
DRIVCAV/cavity23,843277
DRIVCAV/cavity24,879566
DRIVCAV/cavity25,843245
DRIVCAV/cavity26,879840
Dziekonski/dielFilterV2clx,121937392
Dziekonski/dielFilterV2real,214154415
Dziekonski/dielFilterV3clx,162316505
Dziekonski/dielFilterV3real,372638190
Dziekonski/gsm_106857,106754857
Embree/ifiss_mat,18223510
Engwirda/airfoil_2d,2220144
FEMLAB/ns3Da,16060997
FEMLAB/poisson2D,29111
FEMLAB/poisson3Da,3393091
FEMLAB/poisson3Db,23580358
FEMLAB/problem1,27773
FEMLAB/sme3Da,8140827
FEMLAB/sme3Db,19924506
FEMLAB/sme3Dc,30386687
FEMLAB/waveguide3D,3258816
FIDAP/ex10,188175
FIDAP/ex10hs,194718
FIDAP/ex11,4077675
FIDAP/ex12,224334
FIDAP/ex13,323062
FIDAP/ex14,234461
FIDAP/ex15,302433
FIDAP/ex18,334261
FIDAP/ex19,1496323
FIDAP/ex1,23624
FIDAP/ex10,188175
FIDAP/ex10hs,194718
FIDAP/ex10hs,194718
FIDAP/ex11,4077675
FIDAP/ex12,224334
FIDAP/ex13,323062
FIDAP/ex14,234461
FIDAP/ex15,302433
FIDAP/ex18,334261
FIDAP/ex19,1496323
FIDAP/ex20,190661
FIDAP/ex21,112096
FIDAP/ex22,110643
FIDAP/ex23,179397
FIDAP/ex24,230200
FIDAP/ex25,114606
FIDAP/ex26,349226
FIDAP/ex27,183998
FIDAP/ex28,330670
FIDAP/ex29,146136
FIDAP/ex2,81969
FIDAP/ex20,190661
FIDAP/ex21,112096
FIDAP/ex22,110643
FIDAP/ex23,179397
FIDAP/ex24,230200
FIDAP/ex25,114606
FIDAP/ex26,349226
FIDAP/ex27,183998
FIDAP/ex28,330670
FIDAP/ex29,146136
FIDAP/ex31,414375
FIDAP/ex32,24470
FIDAP/ex33,36247
FIDAP/ex35,857639
FIDAP/ex36,152953
FIDAP/ex37,421963
FIDAP/ex3,184912
FIDAP/ex31,414375
FIDAP/ex32,24470
FIDAP/ex33,36247
FIDAP/ex35,857639
FIDAP/ex36,152953
FIDAP/ex37,421963
FIDAP/ex40,1932097
FIDAP/ex4,107606
FIDAP/ex40,1932097
FIDAP/ex5,9821
FIDAP/ex6,210749
FIDAP/ex7,226826
FIDAP/ex8,386304
FIDAP/ex9,340427
Fluorem/DK01R,95037
Fluorem/GT01R,3544508
Fluorem/HV15R,2076219886
Fluorem/PR02R,64729239
Fluorem/RM07R,275631191
FreeFieldTechnologies/mono_500Hz,80754525
Freescale/circuit5M,58087451
Freescale/circuit5M_dc,32053264
Freescale/circuit5M_dc,32053264
Freescale/Freescale1,90368536
Freescale/Freescale2,109491548
Freescale/FullChip,60822818
Freescale/memchip,70427662
Freescale/nxp1,16185215
Freescale/transient,5567402
Gaertner/big,178547
Gaertner/nopoly,92885
Gaertner/pesa,149902
GAP/GAP-kron,9759643982
GAP/GAP-road,142619455
GAP/GAP-twitter,5913053031
GAP/GAP-urand,10264183414
GAP/GAP-web,2514498160
Garon/garon1,257149
Garon/garon2,988842
GenBank/kmer_A2a,547649321
GenBank/kmer_P1a,449266312
GenBank/kmer_U1a,213103478
GenBank/kmer_V1r,662711100
GenBank/kmer_V2a,176883633
GHS_indef/a0nsdsil,726897
GHS_indef/a2nnsnsl,700360
GHS_indef/a5esindl,484647
GHS_indef/aug2dc,94815
GHS_indef/aug2d,91451
GHS_indef/aug2dc,94815
GHS_indef/aug3dcqp,338750
GHS_indef/aug3d,75369
GHS_indef/aug3dcqp,338750
GHS_indef/blockqp1,301678
GHS_indef/bloweya,123761
GHS_indef/bloweybl,133702
GHS_indef/bloweybq,49878
GHS_indef/bmw3_2,34555448
GHS_indef/boyd1,2430600
GHS_indef/boyd2,1849248
GHS_indef/brainpc2,150931
GHS_indef/bratu3d,149886
GHS_indef/c-55,1209680
GHS_indef/c-58,1342443
GHS_indef/c-59,1382349
GHS_indef/c-62ghs,1721899
GHS_indef/c-63,1321572
GHS_indef/c-68,1689526
GHS_indef/c-69,1886492
GHS_indef/c-70,2060613
GHS_indef/c-71,2748871
GHS_indef/c-72,2198906
GHS_indef/cont-201,435615
GHS_indef/cont-300,980494
GHS_indef/copter2,3782560
GHS_indef/cvxqp3,264774
GHS_indef/darcy003,7383679
GHS_indef/dawson5,4559578
GHS_indef/dixmaanl,805631
GHS_indef/d_pretok,5850747
GHS_indef/dtoc,69887
GHS_indef/exdata_1,6897645
GHS_indef/helm2d03,4373602
GHS_indef/helm3d01,2183912
GHS_indef/k1_san,2015168
GHS_indef/laser,18231
GHS_indef/linverse,473579
GHS_indef/mario001,729194
GHS_indef/mario002,7383679
GHS_indef/ncvxbqp1,929636
GHS_indef/ncvxqp1,197563
GHS_indef/ncvxqp3,1118249
GHS_indef/ncvxqp5,1017988
GHS_indef/ncvxqp7,1195787
GHS_indef/ncvxqp9,165565
GHS_indef/olesnik0,2303489
GHS_indef/qpband,100505
GHS_indef/sit100,76039
GHS_indef/sparsine,4678894
GHS_indef/spmsrtls,1113283
GHS_indef/stokes128,537928
GHS_indef/stokes64,137041
GHS_indef/stokes64s,217926
GHS_indef/stokes64s,217926
GHS_indef/tuma1,189880
GHS_indef/tuma2,128332
GHS_indef/turon_m,3924204
GHS_psdef/apache1,623616
GHS_psdef/apache2,5781440
GHS_psdef/audikw_1,262174910
GHS_psdef/bmw7st_1,29471177
GHS_psdef/bmwcra_1,40905104
GHS_psdef/copter1,178168
GHS_psdef/copter2,667285
GHS_psdef/crankseg_1,27709138
GHS_psdef/crankseg_2,36796260
GHS_psdef/cvxbqp1,940626
GHS_psdef/finance256,282111
GHS_psdef/ford1,125347
GHS_psdef/ford2,592219
GHS_psdef/gridgena,449257
GHS_psdef/hood,41152976
GHS_psdef/inline_1,127603420
GHS_psdef/jnlbrng1,241154
GHS_psdef/ldoor,175935165
GHS_psdef/minsurfo,255713
GHS_psdef/obstclae,233091
GHS_psdef/oilpan,5942354
GHS_psdef/opt1,141238
GHS_psdef/pds10,151960
GHS_psdef/pwt,242487
GHS_psdef/ramage02,232834
GHS_psdef/s3dkq4m2,1548611
GHS_psdef/s3dkt3m2,1295340
GHS_psdef/srb1,336460
GHS_psdef/torsion1,233227
GHS_psdef/vanbody,9320804
GHS_psdef/wathen100,1182445
GHS_psdef/wathen120,1422341
Gleich/flickr,21808866
Gleich/minnesota,18412
Gleich/usroads-48,476199
Gleich/usroads,485395
Gleich/usroads-48,476199
Gleich/wb-cs-stanford,60773
Gleich/wb-edu,50146337
Gleich/wikipedia-20051105,52588415
Gleich/wikipedia-20060925,105131501
Gleich/wikipedia-20061104,111567359
Gleich/wikipedia-20070206,128713212
Goodwin/goodwin,1385693
Goodwin/Goodwin_010,28036
Goodwin/Goodwin_013,43965
Goodwin/Goodwin_017,63605
Goodwin/Goodwin_023,113313
Goodwin/Goodwin_030,198712
Goodwin/Goodwin_040,331964
Goodwin/Goodwin_054,606038
Goodwin/Goodwin_071,1062713
Goodwin/Goodwin_095,1934636
Goodwin/Goodwin_127,3461180
Goodwin/rim,7731085
Graham/graham1,2538136
Grueninger/windtunnel_evap2d,980776
Grueninger/windtunnel_evap3d,9726592
Grund/b1_ss,9130
Grund/b2_ss,17203
Grund/bayer01,1326240
Grund/bayer02,304986
Grund/bayer03,161599
Grund/bayer04,462273
Grund/bayer05,69189
Grund/bayer06,69204
Grund/bayer07,69339
Grund/bayer08,69242
Grund/bayer09,73010
Grund/bayer10,398053
Grund/b_dyn,32938
Grund/d_dyn1,10058
Grund/d_dyn,10064
Grund/d_dyn1,10058
Grund/d_ss,9570
Grund/meg1,128116
Grund/meg4,53820
Grund/poli3,145895
Grund/poli4,260999
Grund/poli,34935
Grund/poli_large,108195
Grund/poli3,145895
Grund/poli4,260999
Grund/poli_large,108195
Gset/G10,38413
Gset/G11,12362
Gset/G12,12411
Gset/G13,12573
Gset/G14,16550
Gset/G15,16517
Gset/G16,16512
Gset/G17,16500
Gset/G18,17225
Gset/G19,17181
Gset/G1,35291
Gset/G10,38413
Gset/G11,12362
Gset/G12,12411
Gset/G13,12573
Gset/G14,16550
Gset/G15,16517
Gset/G16,16512
Gset/G17,16500
Gset/G18,17225
Gset/G19,17181
Gset/G20,17182
Gset/G21,17170
Gset/G22,43029
Gset/G23,42988
Gset/G24,42958
Gset/G25,42999
Gset/G26,42972
Gset/G27,46326
Gset/G28,46282
Gset/G29,46252
Gset/G2,35311
Gset/G20,17182
Gset/G21,17170
Gset/G22,43029
Gset/G23,42988
Gset/G24,42958
Gset/G25,42999
Gset/G26,42972
Gset/G27,46326
Gset/G28,46282
Gset/G29,46252
Gset/G30,46313
Gset/G31,46262
Gset/G32,17767
Gset/G33,17865
Gset/G34,18308
Gset/G35,29171
Gset/G36,29199
Gset/G37,29202
Gset/G38,29127
Gset/G39,31005
Gset/G3,35226
Gset/G30,46313
Gset/G31,46262
Gset/G32,17767
Gset/G33,17865
Gset/G34,18308
Gset/G35,29171
Gset/G36,29199
Gset/G37,29202
Gset/G38,29127
Gset/G39,31005
Gset/G40,31011
Gset/G41,31028
Gset/G42,30949
Gset/G43,25107
Gset/G44,25109
Gset/G45,25104
Gset/G46,25090
Gset/G47,25121
Gset/G48,22725
Gset/G49,23770
Gset/G4,35283
Gset/G40,31011
Gset/G41,31028
Gset/G42,30949
Gset/G43,25107
Gset/G44,25109
Gset/G45,25104
Gset/G46,25090
Gset/G47,25121
Gset/G48,22725
Gset/G49,23770
Gset/G50,24091
Gset/G51,18433
Gset/G52,18433
Gset/G53,18447
Gset/G54,18477
Gset/G55,38188
Gset/G56,40132
Gset/G57,33501
Gset/G58,63239
Gset/G59,67909
Gset/G5,35228
Gset/G50,24091
Gset/G51,18433
Gset/G52,18433
Gset/G53,18447
Gset/G54,18477
Gset/G55,38188
Gset/G56,40132
Gset/G57,33501
Gset/G58,63239
Gset/G59,67909
Gset/G60,50106
Gset/G61,52796
Gset/G62,45180
Gset/G63,87065
Gset/G64,93582
Gset/G65,51118
Gset/G66,57689
Gset/G67,62821
Gset/G6,38471
Gset/G60,50106
Gset/G61,52796
Gset/G62,45180
Gset/G63,87065
Gset/G64,93582
Gset/G65,51118
Gset/G66,57689
Gset/G67,62821
Gset/G7,38501
Gset/G8,38404
Gset/G9,38441
Guettel/TEM152078,22573093
Guettel/TEM181302,28153423
Guettel/TEM27623,2126013
Gupta/gupta1,378856
Gupta/gupta2,748206
Gupta/gupta3,1083350
Hamm/add20,92260
Hamm/add32,144637
Hamm/bcircuit,1262050
Hamm/hcircuit,1326808
Hamm/memplus,484204
Hamm/scircuit,4449709
Hamrle/Hamrle1,9333
Hamrle/Hamrle2,45142
Hamrle/Hamrle3,7865106
Hardesty/Hardesty1,8004135
Hardesty/Hardesty2,22182836
Hardesty/Hardesty3,80808000
Harvard_Seismology/JP,118925844
HB/1138_bus,28320
HB/494_bus,17913
HB/662_bus,22205
HB/685_bus,23877
HB/abb313,10568
HB/arc130,15215
HB/ash219,9605
HB/ash292,10789
HB/ash331,10083
HB/ash608,10991
HB/ash85,9477
HB/ash958,12166
HB/bcspwr01,9244
HB/bcspwr02,9262
HB/bcspwr03,9543
HB/bcspwr04,10743
HB/bcspwr05,11263
HB/bcspwr06,16036
HB/bcspwr07,16827
HB/bcspwr08,16988
HB/bcspwr09,18334
HB/bcspwr10,41856
HB/bcsstk01,10160
HB/bcsstk02,16896
HB/bcsstk03,10905
HB/bcsstk04,14144
HB/bcsstk05,12735
HB/bcsstk06,21235
HB/bcsstk07,21379
HB/bcsstk08,34320
HB/bcsstk09,18856
HB/bcsstk10,29666
HB/bcsstk11,34266
HB/bcsstk12,34410
HB/bcsstk13,180432
HB/bcsstk14,187270
HB/bcsstk15,124064
HB/bcsstk16,189663
HB/bcsstk17,1226140
HB/bcsstk18,454618
HB/bcsstk19,26075
HB/bcsstk20,18303
HB/bcsstk21,33671
HB/bcsstk22,11024
HB/bcsstk23,104375
HB/bcsstk24,509339
HB/bcsstk25,531408
HB/bcsstk26,121983
HB/bcsstk27,236458
HB/bcsstk28,885590
HB/bcsstk29,110277
HB/bcsstk30,220771
HB/bcsstk31,286949
HB/bcsstk32,316823
HB/bcsstk33,83395
HB/bcsstm01,9231
HB/bcsstm02,9363
HB/bcsstm03,9656
HB/bcsstm04,9559
HB/bcsstm05,9617
HB/bcsstm06,11152
HB/bcsstm07,19946
HB/bcsstm08,14159
HB/bcsstm09,12512
HB/bcsstm10,32568
HB/bcsstm11,14217
HB/bcsstm12,24053
HB/bcsstm13,41880
