dataset,size_bytes
Cylshell/s3rmt3m3,784527
Dattorro/EternityII_A,1518560
Dattorro/EternityII_E,2540466
Dattorro/EternityII_Etilde,2207600
Dattorro/EternityII_Etilde,2207600
Davis/FX_March2010,711274
Dehghani/light_in_tissue,1209625
DIMACS10/144,2673687
DIMACS10/333SP,31445213
DIMACS10/598a,2099381
DIMACS10/adaptive,35039775
DIMACS10/ak2010,599487
DIMACS10/al2010,3512347
DIMACS10/ar2010,2542353
DIMACS10/AS365,36910742
DIMACS10/asia_osm,37401796
DIMACS10/auto,8963476
DIMACS10/az2010,3509662
DIMACS10/belgium_osm,4740624
DIMACS10/ca2010,10108973
DIMACS10/caidaRouterLevel,1866638
DIMACS10/channel-500x100x100-b050,72118488
DIMACS10/chesapeake,20530
DIMACS10/citationCiteseer,3765080
DIMACS10/co2010,2770007
DIMACS10/coAuthorsCiteseer,1696145
DIMACS10/coAuthorsDBLP,2420125
DIMACS10/coPapersCiteseer,6909908
DIMACS10/coPapersDBLP,8881663
DIMACS10/cs4,142225
DIMACS10/ct2010,963949
DIMACS10/cti,132418
DIMACS10/data,42947
DIMACS10/de2010,314426
DIMACS10/delaunay_n10,23887
DIMACS10/delaunay_n11,30286
DIMACS10/delaunay_n12,43341
DIMACS10/delaunay_n13,69457
DIMACS10/delaunay_n14,121541
DIMACS10/delaunay_n15,225749
DIMACS10/delaunay_n16,445357
DIMACS10/delaunay_n17,882257
DIMACS10/delaunay_n18,1728405
DIMACS10/delaunay_n19,3445570
DIMACS10/delaunay_n20,6858752
DIMACS10/delaunay_n21,13733681
DIMACS10/delaunay_n22,27392755
DIMACS10/delaunay_n23,54904385
DIMACS10/delaunay_n24,109550511
DIMACS10/europe_osm,163938677
DIMACS10/fe_4elt2,92654
DIMACS10/fe_body,328389
DIMACS10/fe_ocean,1040668
DIMACS10/fe_rotor,1463737
DIMACS10/fe_sphere,130871
DIMACS10/fe_tooth,914918
DIMACS10/fl2010,6663546
DIMACS10/ga2010,3953733
DIMACS10/germany_osm,38567113
DIMACS10/G_n_pin_pout,1454367
DIMACS10/great-britain_osm,24826634
DIMACS10/hi2010,334567
DIMACS10/hugebubbles-00000,86191387
DIMACS10/hugebubbles-00010,103963019
DIMACS10/hugebubbles-00020,112356836
DIMACS10/hugetrace-00000,21438713
DIMACS10/hugetrace-00010,58711410
DIMACS10/hugetrace-00020,80890084
DIMACS10/hugetric-00000,26932298
DIMACS10/hugetric-00010,34410691
DIMACS10/hugetric-00020,37181835
DIMACS10/ia2010,2837794
DIMACS10/id2010,2090153
DIMACS10/il2010,6116041
DIMACS10/in2010,3578340
DIMACS10/italy_osm,20753648
DIMACS10/kron_g500-logn16,5929902
DIMACS10/kron_g500-logn17,12730122
DIMACS10/kron_g500-logn18,27276772
DIMACS10/kron_g500-logn19,58412159
DIMACS10/kron_g500-logn20,125143983
DIMACS10/kron_g500-logn21,268087140
DIMACS10/ks2010,3131382
DIMACS10/ky2010,2191183
DIMACS10/la2010,2757145
DIMACS10/luxembourg_osm,371736
DIMACS10/m14b,4006850
DIMACS10/M6,34046685
DIMACS10/ma2010,2222516
DIMACS10/md2010,1993964
DIMACS10/me2010,967340
DIMACS10/mi2010,4455150
DIMACS10/mn2010,3462961
DIMACS10/mo2010,4652389
DIMACS10/ms2010,2355653
DIMACS10/mt2010,1846276
DIMACS10/NACA0015,9873224
DIMACS10/nc2010,3981579
DIMACS10/nd2010,1777091
DIMACS10/ne2010,2548681
DIMACS10/netherlands_osm,7298768
DIMACS10/nh2010,626738
DIMACS10/nj2010,2331934
DIMACS10/NLR,40486475
DIMACS10/nm2010,2404535
DIMACS10/nv2010,1210736
DIMACS10/ny2010,4855992
DIMACS10/oh2010,4959152
DIMACS10/ok2010,3606645
DIMACS10/or2010,2829470
DIMACS10/pa2010,5802888
DIMACS10/packing-500x100x100-b050,29983092
DIMACS10/preferentialAttachment,1538561
DIMACS10/rgg_n_2_15_s0,275769
DIMACS10/rgg_n_2_16_s0,687912
DIMACS10/rgg_n_2_17_s0,1455589
DIMACS10/rgg_n_2_18_s0,3109642
DIMACS10/rgg_n_2_19_s0,6644458
DIMACS10/rgg_n_2_20_s0,14182680
DIMACS10/rgg_n_2_21_s0,30268350
DIMACS10/rgg_n_2_22_s0,64602527
DIMACS10/rgg_n_2_23_s0,137478124
DIMACS10/rgg_n_2_24_s0,292143872
DIMACS10/ri2010,334892
DIMACS10/road_central,57481686
DIMACS10/road_usa,85331284
DIMACS10/sc2010,2541570
DIMACS10/sd2010,1147755
DIMACS10/smallworld,1047186
DIMACS10/t60k,278719
DIMACS10/tn2010,3347770
DIMACS10/tx2010,12629240
DIMACS10/uk,39057
DIMACS10/ut2010,1654138
DIMACS10/va2010,3894691
DIMACS10/venturiLevel3,20746161
DIMACS10/vsp_barth5_1Ksep_50in_5Kout,267906
DIMACS10/vsp_bcsstk30_500sep_10in_1Kout,3739396
DIMACS10/vsp_befref_fxm_2_4_air02,146292
DIMACS10/vsp_bump2_e18_aa01_model1_crew1,563863
DIMACS10/vsp_c-30_data_data,76647
DIMACS10/vsp_c-60_data_cti_cs4,514468
DIMACS10/vsp_data_and_seymourl,103420
DIMACS10/vsp_finan512_scagr7-2c_rlfddd,1210097
DIMACS10/vsp_mod2_pgp2_slptsk,897018
DIMACS10/vsp_model1_crew1_cr42_south31,333596
DIMACS10/vsp_msc10848_300sep_100in_1Kout,1870248
DIMACS10/vsp_p0291_seymourl_iiasa,104152
DIMACS10/vsp_sctap1-2b_and_seymourl,317823
DIMACS10/vsp_south31_slptsk,280917
DIMACS10/vsp_vibrobox_scagr7-2c_rlfddd,915919
DIMACS10/vt2010,419604
DIMACS10/wa2010,2736204
DIMACS10/wi2010,3417400
DIMACS10/wing,363969
DIMACS10/wing_nodal,167541
DIMACS10/wing_nodal,167541
DIMACS10/wv2010,1864310
DIMACS10/wy2010,1237879
DNVS/crplat2,163775
DNVS/fcondp2,2182727
DNVS/fullb,2308085
DNVS/halfb,2457826
DNVS/m_t1,39450459
DNVS/ship_001,13858537
DNVS/ship_003,11666904
DNVS/shipsec1,10081292
DNVS/shipsec5,14375057
DNVS/shipsec8,9536666
DNVS/thread,16942476
DNVS/trdheim,210924
DNVS/troll,2667167
DNVS/tsyl201,363903
DNVS/x104,30662846
DRIVCAV/cavity01,31658
DRIVCAV/cavity02,46066
DRIVCAV/cavity03,54194
DRIVCAV/cavity04,46077
DRIVCAV/cavity05,111516
DRIVCAV/cavity06,193073
DRIVCAV/cavity07,210577
DRIVCAV/cavity08,192333
DRIVCAV/cavity09,210290
DRIVCAV/cavity10,257805
DRIVCAV/cavity11,474645
DRIVCAV/cavity12,502534
DRIVCAV/cavity13,475354
DRIVCAV/cavity14,502674
DRIVCAV/cavity15,475146
DRIVCAV/cavity16,480307
DRIVCAV/cavity17,870365
DRIVCAV/cavity18,908987
DRIVCAV/cavity19,873012
DRIVCAV/cavity20,910567
DRIVCAV/cavity21,874269
DRIVCAV/cavity22,911547
DRIVCAV/cavity23,874795
DRIVCAV/cavity24,911755
DRIVCAV/cavity25,875014
DRIVCAV/cavity26,911849
Dziekonski/dielFilterV2clx,129143818
Dziekonski/dielFilterV2real,220051017
Dziekonski/dielFilterV3clx,169886911
Dziekonski/dielFilterV3real,379793160
Dziekonski/gsm_106857,108347333
Embree/ifiss_mat,21407957
Engwirda/airfoil_2d,2267247
FEMLAB/ns3Da,15622978
FEMLAB/poisson2D,29507
FEMLAB/poisson3Da,3306799
FEMLAB/poisson3Db,23980959
FEMLAB/problem1,28292
FEMLAB/sme3Da,7969923
FEMLAB/sme3Db,19395943
FEMLAB/sme3Dc,29543021
FEMLAB/waveguide3D,3234094
FIDAP/ex10,196943
FIDAP/ex10hs,204010
FIDAP/ex11,4492078
FIDAP/ex12,233618
FIDAP/ex13,331956
FIDAP/ex14,248179
FIDAP/ex15,326287
FIDAP/ex18,351928
FIDAP/ex19,1561722
FIDAP/ex1,24342
FIDAP/ex10,196943
FIDAP/ex10hs,204010
FIDAP/ex10hs,204010
FIDAP/ex11,4492078
FIDAP/ex12,233618
FIDAP/ex13,331956
FIDAP/ex14,248179
FIDAP/ex15,326287
FIDAP/ex18,351928
FIDAP/ex19,1561722
FIDAP/ex20,221910
FIDAP/ex21,114787
FIDAP/ex22,115893
FIDAP/ex23,192716
FIDAP/ex24,243589
FIDAP/ex25,120170
FIDAP/ex26,387018
FIDAP/ex27,194086
FIDAP/ex28,349586
FIDAP/ex29,155396
FIDAP/ex2,86538
FIDAP/ex20,221910
FIDAP/ex21,114787
FIDAP/ex22,115893
FIDAP/ex23,192716
FIDAP/ex24,243589
FIDAP/ex25,120170
FIDAP/ex26,387018
FIDAP/ex27,194086
FIDAP/ex28,349586
FIDAP/ex29,155396
FIDAP/ex31,446094
FIDAP/ex32,27282
FIDAP/ex33,43042
FIDAP/ex35,938288
FIDAP/ex36,170880
FIDAP/ex37,434268
FIDAP/ex3,193152
FIDAP/ex31,446094
FIDAP/ex32,27282
FIDAP/ex33,43042
FIDAP/ex35,938288
FIDAP/ex36,170880
FIDAP/ex37,434268
FIDAP/ex40,2031989
FIDAP/ex4,110299
FIDAP/ex40,2031989
FIDAP/ex5,9852
FIDAP/ex6,222950
FIDAP/ex7,245810
FIDAP/ex8,434830
FIDAP/ex9,354948
Fluorem/DK01R,97771
Fluorem/GT01R,3566636
Fluorem/HV15R,2129328586
Fluorem/PR02R,65809355
Fluorem/RM07R,279718402
FreeFieldTechnologies/mono_500Hz,81720778
Freescale/circuit5M,73296605
Freescale/circuit5M_dc,37706032
Freescale/circuit5M_dc,37706032
Freescale/Freescale1,95295192
Freescale/Freescale2,122442009
Freescale/FullChip,71219881
Freescale/memchip,74445714
Freescale/nxp1,17460178
Freescale/transient,5941724
Gaertner/big,191341
Gaertner/nopoly,101696
Gaertner/pesa,164284
GAP/GAP-kron,9879872837
GAP/GAP-road,151471511
GAP/GAP-twitter,6069894983
GAP/GAP-urand,10521613792
GAP/GAP-web,2791619644
Garon/garon1,276244
Garon/garon2,1083478
GenBank/kmer_A2a,563505629
GenBank/kmer_P1a,463519553
GenBank/kmer_U1a,218450259
GenBank/kmer_V1r,682375658
GenBank/kmer_V2a,182441031
GHS_indef/a0nsdsil,792046
GHS_indef/a2nnsnsl,766721
GHS_indef/a5esindl,544304
GHS_indef/aug2dc,100223
GHS_indef/aug2d,96557
GHS_indef/aug2dc,100223
GHS_indef/aug3d,77511
GHS_indef/aug3dcqp,380601
GHS_indef/aug3dcqp,380601
GHS_indef/blockqp1,372555
GHS_indef/bloweya,162894
GHS_indef/bloweybl,152513
GHS_indef/bloweybq,56110
GHS_indef/bmw3_2,36557543
GHS_indef/boyd1,2688272
GHS_indef/boyd2,2081712
GHS_indef/brainpc2,189000
GHS_indef/bratu3d,162022
GHS_indef/c-55,1253110
GHS_indef/c-58,1462599
GHS_indef/c-59,1444807
GHS_indef/c-62ghs,1767456
GHS_indef/c-63,1377686
GHS_indef/c-68,1762845
GHS_indef/c-69,1996619
GHS_indef/c-70,2176356
GHS_indef/c-71,2875426
GHS_indef/c-72,2324087
GHS_indef/cont-201,526884
GHS_indef/cont-300,1184704
GHS_indef/copter2,3844495
GHS_indef/cvxqp3,268683
GHS_indef/darcy003,7872806
GHS_indef/dawson5,4695285
GHS_indef/dixmaanl,885939
GHS_indef/d_pretok,6190627
GHS_indef/dtoc,72643
GHS_indef/exdata_1,7024189
GHS_indef/helm2d03,5548276
GHS_indef/helm3d01,2196691
GHS_indef/k1_san,2177847
GHS_indef/laser,18938
GHS_indef/linverse,488510
GHS_indef/mario001,758705
GHS_indef/mario002,7872806
GHS_indef/ncvxbqp1,946468
GHS_indef/ncvxqp1,207119
GHS_indef/ncvxqp3,1198243
GHS_indef/ncvxqp5,1040968
GHS_indef/ncvxqp7,1271274
GHS_indef/ncvxqp9,168204
GHS_indef/olesnik0,2504913
GHS_indef/qpband,102693
GHS_indef/sit100,91870
GHS_indef/sparsine,4446000
GHS_indef/spmsrtls,1185459
GHS_indef/stokes128,748613
GHS_indef/stokes64,198650
GHS_indef/stokes64s,254230
GHS_indef/stokes64s,254230
GHS_indef/tuma1,192333
GHS_indef/tuma2,131321
GHS_indef/turon_m,4344085
GHS_psdef/apache1,737821
GHS_psdef/apache2,6273255
GHS_psdef/audikw_1,269013683
GHS_psdef/bmw7st_1,30204463
GHS_psdef/bmwcra_1,42035323
GHS_psdef/copter1,195050
GHS_psdef/copter2,718501
GHS_psdef/crankseg_1,29443770
GHS_psdef/crankseg_2,39160942
GHS_psdef/cvxbqp1,960357
GHS_psdef/finance256,293948
GHS_psdef/ford1,133718
GHS_psdef/ford2,716951
GHS_psdef/gridgena,583110
GHS_psdef/hood,42057499
GHS_psdef/inline_1,131142836
GHS_psdef/jnlbrng1,308389
GHS_psdef/ldoor,180044825
GHS_psdef/minsurfo,323144
GHS_psdef/obstclae,295766
GHS_psdef/oilpan,6500172
GHS_psdef/opt1,207174
GHS_psdef/pds10,158766
GHS_psdef/pwt,288659
GHS_psdef/ramage02,315971
GHS_psdef/s3dkq4m2,2423353
GHS_psdef/s3dkt3m2,1872612
GHS_psdef/srb1,507126
GHS_psdef/torsion1,295902
GHS_psdef/vanbody,9464691
GHS_psdef/wathen100,1287284
GHS_psdef/wathen120,1547769
Gleich/flickr,23417031
Gleich/minnesota,18406
Gleich/usroads-48,497147
Gleich/usroads,506720
Gleich/usroads-48,497147
Gleich/wb-cs-stanford,64672
Gleich/wb-edu,66384689
Gleich/wikipedia-20051105,56365153
Gleich/wikipedia-20060925,111866572
Gleich/wikipedia-20061104,118678327
Gleich/wikipedia-20070206,136724587
Goodwin/goodwin,1491993
Goodwin/Goodwin_010,40351
Goodwin/Goodwin_013,65231
Goodwin/Goodwin_017,99695
Goodwin/Goodwin_023,181077
Goodwin/Goodwin_030,293005
Goodwin/Goodwin_040,512729
Goodwin/Goodwin_054,964061
Goodwin/Goodwin_071,1714166
Goodwin/Goodwin_095,3315225
Goodwin/Goodwin_127,5939603
Goodwin/rim,7785778
Graham/graham1,2578958
Grueninger/windtunnel_evap2d,956349
Grueninger/windtunnel_evap3d,9703670
Grund/b1_ss,9133
Grund/b2_ss,19171
Grund/bayer01,1397501
Grund/bayer02,318429
Grund/bayer03,173067
Grund/bayer04,500823
Grund/bayer05,73142
Grund/bayer06,72695
Grund/bayer07,73426
Grund/bayer08,72774
Grund/bayer09,77479
Grund/bayer10,417479
Grund/b_dyn,34565
Grund/d_dyn1,10287
Grund/d_dyn,10258
Grund/d_dyn1,10287
Grund/d_ss,9706
Grund/meg1,138704
Grund/meg4,64390
Grund/poli3,163608
Grund/poli4,298759
Grund/poli,38652
Grund/poli_large,120896
Grund/poli3,163608
Grund/poli4,298759
Grund/poli_large,120896
Gset/G10,41062
Gset/G11,12472
Gset/G12,12508
Gset/G13,12645
Gset/G14,16931
Gset/G15,16911
Gset/G16,16918
Gset/G17,16894
Gset/G18,17859
Gset/G19,17822
Gset/G1,36705
Gset/G10,41062
Gset/G11,12472
Gset/G12,12508
Gset/G13,12645
Gset/G14,16931
Gset/G15,16911
Gset/G16,16918
Gset/G17,16894
Gset/G18,17859
Gset/G19,17822
Gset/G20,17830
Gset/G21,17811
Gset/G22,44671
Gset/G23,44656
Gset/G24,44632
Gset/G25,44686
Gset/G26,44628
Gset/G27,49155
Gset/G28,49103
Gset/G29,49112
Gset/G2,36840
Gset/G20,17830
Gset/G21,17811
Gset/G22,44671
Gset/G23,44656
Gset/G24,44632
Gset/G25,44686
Gset/G26,44628
Gset/G27,49155
Gset/G28,49103
Gset/G29,49112
Gset/G30,49188
Gset/G31,49120
Gset/G32,17689
Gset/G33,17760
Gset/G34,18222
Gset/G35,30133
Gset/G36,30141
Gset/G37,30183
Gset/G38,30122
Gset/G39,32607
Gset/G3,36749
Gset/G30,49188
Gset/G31,49120
Gset/G32,17689
Gset/G33,17760
Gset/G34,18222
Gset/G35,30133
Gset/G36,30141
Gset/G37,30183
Gset/G38,30122
Gset/G39,32607
Gset/G40,32626
Gset/G41,32679
Gset/G42,32630
Gset/G43,25884
Gset/G44,25903
Gset/G45,25890
Gset/G46,25893
Gset/G47,25906
Gset/G48,22075
Gset/G49,23147
Gset/G4,36731
Gset/G40,32626
Gset/G41,32679
Gset/G42,32630
Gset/G43,25884
Gset/G44,25903
Gset/G45,25890
Gset/G46,25893
Gset/G47,25906
Gset/G48,22075
Gset/G49,23147
Gset/G50,23481
Gset/G51,18907
Gset/G52,18954
Gset/G53,18916
Gset/G54,18942
Gset/G55,39980
Gset/G56,42630
Gset/G57,32709
Gset/G58,65963
Gset/G59,72448
Gset/G5,36740
Gset/G50,23481
Gset/G51,18907
Gset/G52,18954
Gset/G53,18916
Gset/G54,18942
Gset/G55,39980
Gset/G56,42630
Gset/G57,32709
Gset/G58,65963
Gset/G59,72448
Gset/G60,52430
Gset/G61,56123
Gset/G62,43762
Gset/G63,90317
Gset/G64,99464
Gset/G65,49399
Gset/G66,55985
Gset/G67,61087
Gset/G6,40994
Gset/G60,52430
Gset/G61,56123
Gset/G62,43762
Gset/G63,90317
Gset/G64,99464
Gset/G65,49399
Gset/G66,55985
Gset/G67,61087
Gset/G7,41157
Gset/G8,41064
Gset/G9,41031
Guettel/TEM152078,23639846
Guettel/TEM181302,29407562
Guettel/TEM27623,2161261
Gupta/gupta1,545207
Gupta/gupta2,1063873
Gupta/gupta3,3072571
Hamm/add20,99499
Hamm/add32,154578
Hamm/bcircuit,1545778
Hamm/hcircuit,1527589
Hamm/memplus,523476
Hamm/scircuit,4923183
Hamrle/Hamrle1,9371
Hamrle/Hamrle2,48147
Hamrle/Hamrle3,9314396
Hardesty/Hardesty1,10824871
Hardesty/Hardesty2,23769502
Hardesty/Hardesty3,96754624
Harvard_Seismology/JP,123454034
HB/1138_bus,28996
HB/494_bus,18108
HB/662_bus,22502
HB/685_bus,24394
HB/abb313,10761
HB/arc130,15317
HB/ash219,9900
HB/ash292,11075
HB/ash331,10107
HB/ash608,10951
HB/ash85,9561
HB/ash958,12046
HB/bcspwr01,9271
HB/bcspwr02,9299
HB/bcspwr03,9618
HB/bcspwr04,10938
HB/bcspwr05,11413
HB/bcspwr06,16504
HB/bcspwr07,17299
HB/bcspwr08,17495
HB/bcspwr09,18901
HB/bcspwr10,43691
HB/bcsstk01,10264
HB/bcsstk02,17239
HB/bcsstk03,11061
HB/bcsstk04,14715
HB/bcsstk05,13071
HB/bcsstk06,22968
HB/bcsstk07,23104
HB/bcsstk08,37158
HB/bcsstk09,21126
HB/bcsstk10,36072
HB/bcsstk11,46751
HB/bcsstk12,46887
HB/bcsstk13,199671
HB/bcsstk14,196255
HB/bcsstk15,158772
HB/bcsstk16,241309
HB/bcsstk17,1291665
HB/bcsstk18,484325
HB/bcsstk19,27680
HB/bcsstk20,19257
HB/bcsstk21,37152
HB/bcsstk22,11078
HB/bcsstk23,120846
HB/bcsstk24,526133
HB/bcsstk25,602813
HB/bcsstk26,126745
HB/bcsstk27,240603
HB/bcsstk28,900215
HB/bcsstk29,154068
HB/bcsstk30,323561
HB/bcsstk31,403247
HB/bcsstk32,451007
HB/bcsstk33,122258
HB/bcsstm01,9223
HB/bcsstm02,9371
HB/bcsstm03,9675
HB/bcsstm04,9575
HB/bcsstm05,9665
HB/bcsstm06,11187
HB/bcsstm07,21214
HB/bcsstm08,14304
HB/bcsstm09,12545
HB/bcsstm10,39538
HB/bcsstm11,15157
HB/bcsstm12,31449
