dataset,size_bytes
Bai/rdb450l,12531
Bai/rdb5000,51237
Bai/rdb800l,15309
Bai/rdb968,16696
Bai/rw136,10140
Bai/rw496,12893
Bai/rw5151,46810
Bai/tols1090,28679
Bai/tols2000,34833
Bai/tols340,23729
Bai/tols4000,48430
Bai/tols90,21991
Bai/tub1000,26553
Bai/tub100,11121
Bai/tub1000,26553
Barabasi/NotreDame_actors,3801645
Barabasi/NotreDame_www,1228453
Barabasi/NotreDame_yeast,15122
Bates/Chem97Zt,127069
Bates/Chem97ZtZ,24647
Bates/Chem97ZtZ,24647
Bates/sls,8008925
Belcastro/human_gene1,102139349
Belcastro/human_gene2,74909654
Belcastro/mouse_gene,63695850
BenElechi/BenElechi1,58052694
Bindel/ted_AB,1708735
Bindel/ted_AB_unscaled,1554802
Bindel/ted_A,1224573
Bindel/ted_A_unscaled,1102801
Bindel/ted_AB,1708735
Bindel/ted_AB_unscaled,1554802
Bindel/ted_AB_unscaled,1554802
Bindel/ted_A_unscaled,1102801
Bindel/ted_B,168138
Bindel/ted_B_unscaled,170427
Bindel/ted_B_unscaled,170427
Bodendiek/CurlCurl_0,123476
Bodendiek/CurlCurl_1,2372554
Bodendiek/CurlCurl_2,8585901
Bodendiek/CurlCurl_3,13322065
Bodendiek/CurlCurl_4,25225917
Boeing/bcsstk34,23207
Boeing/bcsstk35,5614016
Boeing/bcsstk36,4358407
Boeing/bcsstk37,4338194
Boeing/bcsstk38,1076775
Boeing/bcsstk39,3337481
Boeing/bcsstm34,82101
Boeing/bcsstm35,133783
Boeing/bcsstm36,1073097
Boeing/bcsstm37,104131
Boeing/bcsstm38,55073
Boeing/bcsstm39,186809
Boeing/crystk01,1126454
Boeing/crystk02,3656190
Boeing/crystk03,6701627
Boeing/crystm01,117551
Boeing/crystm02,335861
Boeing/crystm03,603845
Boeing/ct20stif,9366983
Boeing/msc00726,25262
Boeing/msc01050,35109
Boeing/msc01440,71368
Boeing/msc04515,97018
Boeing/msc10848,4933414
Boeing/msc23052,4709050
Boeing/nasa1824,99157
Boeing/nasa2910,38213
Boeing/nasa4704,43026
Boeing/pcrystk02,118452
Boeing/pcrystk03,208392
Boeing/pct20stif,409801
Boeing/pwtk,44854896
Bomhof/circuit_1,151407
Bomhof/circuit_2,130520
Bomhof/circuit_3,404362
Bomhof/circuit_4,1233445
Botonakis/FEM_3D_thermal1,2196875
Botonakis/FEM_3D_thermal2,17934374
Botonakis/thermomech_dK,24979175
Botonakis/thermomech_dM,5478939
Botonakis/thermomech_TC,4196763
Botonakis/thermomech_TK,4221417
Bourchtein/atmosmodd,29254499
Bourchtein/atmosmodj,29265616
Bourchtein/atmosmodl,36664323
Bourchtein/atmosmodm,36141323
Bova/rma10,12770474
Brethour/coater1,53047
Brethour/coater2,1554269
Brogan/specular,65741600
Brunetiere/thermal,554235
Buss/12month1,38737350
Buss/connectus,1720146
Bydder/mri1,5495197
Bydder/mri2,5250251
Cannizzo/sts4098,190576
Castrillon/denormal,788123
CEMW/t2em,8377601
CEMW/tmt_sym,14079614
CEMW/tmt_unsym,33836641
CEMW/vfem,12222693
Chen/pkustk01,155906
Chen/pkustk02,83549
Chen/pkustk03,425596
Chen/pkustk04,560453
Chen/pkustk05,286468
Chen/pkustk06,329202
Chen/pkustk07,237135
Chen/pkustk08,328589
Chen/pkustk09,231122
Chen/pkustk10,612895
Chen/pkustk11,768624
Chen/pkustk12,1171473
Chen/pkustk13,1103856
Chen/pkustk14,1790817
Chevron/Chevron1,446597
Chevron/Chevron2,1343571
Chevron/Chevron3,8860987
Chevron/Chevron4,17347575
Clark/tomographic1,1847609
Cote/mplate,230860
Cote/vibrobox,483808
CPM/cz10228,515117
CPM/cz1268,66804
CPM/cz148,18086
CPM/cz20468,1032866
CPM/cz2548,131623
CPM/cz308,24257
CPM/cz40948,2117238
CPM/cz5108,257424
CPM/cz628,36315
Cunningham/k3plates,2401847
Cunningham/m3plates,51270
Cunningham/qa8fk,2078837
Cunningham/qa8fm,2077599
Cylshell/s1rmq4m1,488939
Cylshell/s1rmt3m1,436610
Cylshell/s2rmq4m1,502567
Cylshell/s2rmt3m1,448012
Cylshell/s3rmq4m1,511545
Cylshell/s3rmt3m1,460844
Cylshell/s3rmt3m3,785026
Dattorro/EternityII_A,1551003
Dattorro/EternityII_E,2598036
Dattorro/EternityII_Etilde,2217993
Dattorro/EternityII_Etilde,2217993
Davis/FX_March2010,3380389
Dehghani/light_in_tissue,1379785
DIMACS10/144,2456334
DIMACS10/333SP,63814670
DIMACS10/598a,2006456
DIMACS10/adaptive,33007814
DIMACS10/ak2010,1357903
DIMACS10/al2010,7750702
DIMACS10/ar2010,5682821
DIMACS10/AS365,67893999
DIMACS10/asia_osm,96536496
DIMACS10/auto,8420694
DIMACS10/az2010,7639782
DIMACS10/belgium_osm,11783606
DIMACS10/ca2010,22148236
DIMACS10/caidaRouterLevel,1717047
DIMACS10/channel-500x100x100-b050,61129059
DIMACS10/chesapeake,20530
DIMACS10/citationCiteseer,3531205
DIMACS10/co2010,6149625
DIMACS10/coAuthorsCiteseer,1478758
DIMACS10/coAuthorsDBLP,2160283
DIMACS10/coPapersCiteseer,4660418
DIMACS10/coPapersDBLP,6527306
DIMACS10/cs4,134594
DIMACS10/ct2010,2108937
DIMACS10/cti,123360
DIMACS10/data,39858
DIMACS10/de2010,741144
DIMACS10/delaunay_n10,23422
DIMACS10/delaunay_n11,29250
DIMACS10/delaunay_n12,41067
DIMACS10/delaunay_n13,64734
DIMACS10/delaunay_n14,112106
DIMACS10/delaunay_n15,206866
DIMACS10/delaunay_n16,402493
DIMACS10/delaunay_n17,795498
DIMACS10/delaunay_n18,1571609
DIMACS10/delaunay_n19,3130569
DIMACS10/delaunay_n20,6238623
DIMACS10/delaunay_n21,12477404
DIMACS10/delaunay_n22,24910119
DIMACS10/delaunay_n23,49880765
DIMACS10/delaunay_n24,99633402
DIMACS10/europe_osm,423311522
DIMACS10/fe_4elt2,86352
DIMACS10/fe_body,285531
DIMACS10/fe_ocean,1010262
DIMACS10/fe_rotor,1307847
DIMACS10/fe_sphere,121852
DIMACS10/fe_tooth,838067
DIMACS10/fl2010,14758585
DIMACS10/ga2010,8891537
DIMACS10/germany_osm,97801029
DIMACS10/G_n_pin_pout,1331969
DIMACS10/great-britain_osm,61236063
DIMACS10/hi2010,778422
DIMACS10/hugebubbles-00000,153418281
DIMACS10/hugebubbles-00010,187005649
DIMACS10/hugebubbles-00020,202740039
DIMACS10/hugetrace-00000,37889427
DIMACS10/hugetrace-00010,104235581
DIMACS10/hugetrace-00020,142572467
DIMACS10/hugetric-00000,47638305
DIMACS10/hugetric-00010,62039994
DIMACS10/hugetric-00020,67073131
DIMACS10/ia2010,6480815
DIMACS10/id2010,4600514
DIMACS10/il2010,13650192
DIMACS10/in2010,8044531
DIMACS10/italy_osm,51728766
DIMACS10/kron_g500-logn16,5091456
DIMACS10/kron_g500-logn17,11217511
DIMACS10/kron_g500-logn18,24696008
DIMACS10/kron_g500-logn19,54005551
DIMACS10/kron_g500-logn20,117485913
DIMACS10/kron_g500-logn21,254472010
DIMACS10/ks2010,7099285
DIMACS10/ky2010,4915746
DIMACS10/la2010,6193395
DIMACS10/luxembourg_osm,907649
DIMACS10/m14b,3635014
DIMACS10/M6,69706739
DIMACS10/ma2010,4846303
DIMACS10/md2010,4396548
DIMACS10/me2010,2164928
DIMACS10/mi2010,10022563
DIMACS10/mn2010,7840889
DIMACS10/mo2010,10387341
DIMACS10/ms2010,5269195
DIMACS10/mt2010,4102008
DIMACS10/NACA0015,22630019
DIMACS10/nc2010,8896488
DIMACS10/nd2010,4026928
DIMACS10/ne2010,5768332
DIMACS10/netherlands_osm,17127053
DIMACS10/nh2010,1481370
DIMACS10/nj2010,5158679
DIMACS10/NLR,82739706
DIMACS10/nm2010,5264593
DIMACS10/nv2010,2668449
DIMACS10/ny2010,10791614
DIMACS10/oh2010,11095159
DIMACS10/ok2010,8065986
DIMACS10/or2010,6155607
DIMACS10/pa2010,12886203
DIMACS10/packing-500x100x100-b050,26554626
DIMACS10/preferentialAttachment,1415489
DIMACS10/rgg_n_2_15_s0,631275
DIMACS10/rgg_n_2_16_s0,1289968
DIMACS10/rgg_n_2_17_s0,2582462
DIMACS10/rgg_n_2_18_s0,5208298
DIMACS10/rgg_n_2_19_s0,10550057
DIMACS10/rgg_n_2_20_s0,21445941
DIMACS10/rgg_n_2_21_s0,43164319
DIMACS10/rgg_n_2_22_s0,84956806
DIMACS10/rgg_n_2_23_s0,165987599
DIMACS10/rgg_n_2_24_s0,334941874
DIMACS10/ri2010,765261
DIMACS10/road_central,55178712
DIMACS10/road_usa,82642863
DIMACS10/sc2010,5626567
DIMACS10/sd2010,2664031
DIMACS10/smallworld,851810
DIMACS10/t60k,276867
DIMACS10/tn2010,7416851
DIMACS10/tx2010,28033265
DIMACS10/uk,38720
DIMACS10/ut2010,3606143
DIMACS10/va2010,8657254
DIMACS10/venturiLevel3,19429915
DIMACS10/vsp_barth5_1Ksep_50in_5Kout,251983
DIMACS10/vsp_bcsstk30_500sep_10in_1Kout,3673185
DIMACS10/vsp_befref_fxm_2_4_air02,128901
DIMACS10/vsp_bump2_e18_aa01_model1_crew1,515567
DIMACS10/vsp_c-30_data_data,67520
DIMACS10/vsp_c-60_data_cti_cs4,458678
DIMACS10/vsp_data_and_seymourl,95310
DIMACS10/vsp_finan512_scagr7-2c_rlfddd,1042262
DIMACS10/vsp_mod2_pgp2_slptsk,789302
DIMACS10/vsp_model1_crew1_cr42_south31,289979
DIMACS10/vsp_msc10848_300sep_100in_1Kout,1802433
DIMACS10/vsp_p0291_seymourl_iiasa,96893
DIMACS10/vsp_sctap1-2b_and_seymourl,296688
DIMACS10/vsp_south31_slptsk,240556
DIMACS10/vsp_vibrobox_scagr7-2c_rlfddd,782980
DIMACS10/vt2010,992166
DIMACS10/wa2010,6046075
DIMACS10/wi2010,7674229
DIMACS10/wing,343771
DIMACS10/wing_nodal,158431
DIMACS10/wing_nodal,158431
DIMACS10/wv2010,4108651
DIMACS10/wy2010,2711073
DNVS/crplat2,113286
DNVS/fcondp2,1435000
DNVS/fullb,1611328
DNVS/halfb,1660449
DNVS/m_t1,38868935
DNVS/ship_001,13446138
DNVS/ship_003,10404530
DNVS/shipsec1,8644203
DNVS/shipsec5,12594390
DNVS/shipsec8,8385597
DNVS/thread,16670581
DNVS/trdheim,140350
DNVS/troll,1738029
DNVS/tsyl201,273201
DNVS/x104,29865666
DRIVCAV/cavity01,39909
DRIVCAV/cavity02,55564
DRIVCAV/cavity03,63966
DRIVCAV/cavity04,55462
DRIVCAV/cavity05,117741
DRIVCAV/cavity06,205423
DRIVCAV/cavity07,223747
DRIVCAV/cavity08,204667
DRIVCAV/cavity09,224376
DRIVCAV/cavity10,262951
DRIVCAV/cavity11,492326
DRIVCAV/cavity12,520016
DRIVCAV/cavity13,492532
DRIVCAV/cavity14,523564
DRIVCAV/cavity15,493946
DRIVCAV/cavity16,473056
DRIVCAV/cavity17,892644
DRIVCAV/cavity18,933203
DRIVCAV/cavity19,897033
DRIVCAV/cavity20,933504
DRIVCAV/cavity21,895883
DRIVCAV/cavity22,932490
DRIVCAV/cavity23,905753
DRIVCAV/cavity24,941723
DRIVCAV/cavity25,904273
DRIVCAV/cavity26,940542
Dziekonski/dielFilterV2clx,122418305
Dziekonski/dielFilterV2real,215032847
Dziekonski/dielFilterV3clx,162677791
Dziekonski/dielFilterV3real,373476043
Dziekonski/gsm_106857,107066870
Embree/ifiss_mat,18874914
Engwirda/airfoil_2d,2610450
FEMLAB/ns3Da,15685416
FEMLAB/poisson2D,35914
FEMLAB/poisson3Da,3304972
FEMLAB/poisson3Db,23666318
FEMLAB/problem1,27789
FEMLAB/sme3Da,7908587
FEMLAB/sme3Db,19293193
FEMLAB/sme3Dc,29390823
FEMLAB/waveguide3D,3147457
FIDAP/ex10,188370
FIDAP/ex10hs,194918
FIDAP/ex11,4031105
FIDAP/ex12,223992
FIDAP/ex13,323299
FIDAP/ex14,234340
FIDAP/ex15,301091
FIDAP/ex18,333387
FIDAP/ex19,1497275
FIDAP/ex1,23428
FIDAP/ex10,188370
FIDAP/ex10hs,194918
FIDAP/ex10hs,194918
FIDAP/ex11,4031105
FIDAP/ex12,223992
FIDAP/ex13,323299
FIDAP/ex14,234340
FIDAP/ex15,301091
FIDAP/ex18,333387
FIDAP/ex19,1497275
FIDAP/ex20,190605
FIDAP/ex21,112238
FIDAP/ex22,110816
FIDAP/ex23,179637
FIDAP/ex24,230362
FIDAP/ex25,114777
FIDAP/ex26,348912
FIDAP/ex27,184294
FIDAP/ex28,331075
FIDAP/ex29,145240
FIDAP/ex2,82127
FIDAP/ex20,190605
FIDAP/ex21,112238
FIDAP/ex22,110816
FIDAP/ex23,179637
FIDAP/ex24,230362
FIDAP/ex25,114777
FIDAP/ex26,348912
FIDAP/ex27,184294
FIDAP/ex28,331075
FIDAP/ex29,145240
FIDAP/ex31,413964
FIDAP/ex32,24393
FIDAP/ex33,36208
FIDAP/ex35,853821
FIDAP/ex36,153124
FIDAP/ex37,421492
FIDAP/ex3,185156
FIDAP/ex31,413964
FIDAP/ex32,24393
FIDAP/ex33,36208
FIDAP/ex35,853821
FIDAP/ex36,153124
FIDAP/ex37,421492
FIDAP/ex40,1897602
FIDAP/ex4,107525
FIDAP/ex40,1897602
FIDAP/ex5,9843
FIDAP/ex6,211009
FIDAP/ex7,227192
FIDAP/ex8,385999
FIDAP/ex9,340657
Fluorem/DK01R,108020
Fluorem/GT01R,3598952
Fluorem/HV15R,2092558835
Fluorem/PR02R,66476854
Fluorem/RM07R,278719938
FreeFieldTechnologies/mono_500Hz,80858537
Freescale/circuit5M,59575555
Freescale/circuit5M_dc,33338270
Freescale/circuit5M_dc,33338270
Freescale/Freescale1,91497184
Freescale/Freescale2,111234352
Freescale/FullChip,62494853
Freescale/memchip,71404967
Freescale/nxp1,16402907
Freescale/transient,5635045
Gaertner/big,163882
Gaertner/nopoly,91725
Gaertner/pesa,140211
GAP/GAP-kron,9781308561
GAP/GAP-road,144108512
GAP/GAP-twitter,5944144801
GAP/GAP-urand,10344383243
GAP/GAP-web,2540231288
Garon/garon1,244162
Garon/garon2,962353
GenBank/kmer_A2a,551500015
GenBank/kmer_P1a,453226256
GenBank/kmer_U1a,213884134
GenBank/kmer_V1r,671010797
GenBank/kmer_V2a,178360886
GHS_indef/a0nsdsil,738237
GHS_indef/a2nnsnsl,712556
GHS_indef/a5esindl,517540
GHS_indef/aug2dc,91529
GHS_indef/aug2d,88257
GHS_indef/aug2dc,91529
GHS_indef/aug3d,73068
GHS_indef/aug3dcqp,354772
GHS_indef/aug3dcqp,354772
GHS_indef/blockqp1,344088
GHS_indef/bloweya,144821
GHS_indef/bloweybl,141002
GHS_indef/bloweybq,46730
GHS_indef/bmw3_2,34737759
GHS_indef/boyd1,2507261
GHS_indef/boyd2,1883517
GHS_indef/brainpc2,172269
GHS_indef/bratu3d,151706
GHS_indef/c-55,1253680
GHS_indef/c-58,1411717
GHS_indef/c-59,1439735
GHS_indef/c-62ghs,1783715
GHS_indef/c-63,1387570
GHS_indef/c-68,1749140
GHS_indef/c-69,1997689
GHS_indef/c-70,2172295
GHS_indef/c-71,2884929
GHS_indef/c-72,2335190
GHS_indef/cont-201,450711
GHS_indef/cont-300,1014274
GHS_indef/copter2,3768806
GHS_indef/cvxqp3,246845
GHS_indef/darcy003,7482509
GHS_indef/dawson5,4568596
GHS_indef/dixmaanl,859714
GHS_indef/d_pretok,5924015
GHS_indef/dtoc,66387
GHS_indef/exdata_1,6881495
GHS_indef/helm2d03,4513311
GHS_indef/helm3d01,2160375
GHS_indef/k1_san,2045070
GHS_indef/laser,17978
GHS_indef/linverse,469053
GHS_indef/mario001,722247
GHS_indef/mario002,7482509
GHS_indef/ncvxbqp1,877124
GHS_indef/ncvxqp1,195045
GHS_indef/ncvxqp3,1144019
GHS_indef/ncvxqp5,965401
GHS_indef/ncvxqp7,1222093
GHS_indef/ncvxqp9,162237
GHS_indef/olesnik0,2342252
GHS_indef/qpband,98746
GHS_indef/sit100,73575
GHS_indef/sparsine,4273597
GHS_indef/spmsrtls,1109882
GHS_indef/stokes128,572146
GHS_indef/stokes64,144170
GHS_indef/stokes64s,225063
GHS_indef/stokes64s,225063
GHS_indef/tuma1,186283
GHS_indef/tuma2,126598
GHS_indef/turon_m,4002972
GHS_psdef/apache1,642992
GHS_psdef/apache2,5924125
GHS_psdef/audikw_1,262850958
GHS_psdef/bmw7st_1,29586754
GHS_psdef/bmwcra_1,41026225
GHS_psdef/copter1,174189
GHS_psdef/copter2,663684
GHS_psdef/crankseg_1,27602134
GHS_psdef/crankseg_2,36647948
GHS_psdef/cvxbqp1,888114
GHS_psdef/finance256,273680
GHS_psdef/ford1,121906
GHS_psdef/ford2,628141
GHS_psdef/gridgena,441326
GHS_psdef/hood,41311517
GHS_psdef/inline_1,127995752
GHS_psdef/jnlbrng1,281652
GHS_psdef/ldoor,176637703
GHS_psdef/minsurfo,294094
GHS_psdef/obstclae,269227
GHS_psdef/oilpan,5993700
GHS_psdef/opt1,148916
GHS_psdef/pds10,149291
GHS_psdef/pwt,235335
GHS_psdef/ramage02,242804
GHS_psdef/s3dkq4m2,1618354
GHS_psdef/s3dkt3m2,1367288
GHS_psdef/srb1,345760
GHS_psdef/torsion1,269363
GHS_psdef/vanbody,9298987
GHS_psdef/wathen100,1193217
GHS_psdef/wathen120,1433000
Gleich/flickr,22027428
Gleich/minnesota,35927
Gleich/usroads-48,982889
Gleich/usroads,1005832
Gleich/usroads-48,982889
Gleich/wb-cs-stanford,60403
Gleich/wb-edu,53664509
Gleich/wikipedia-20051105,53436087
Gleich/wikipedia-20060925,106715701
Gleich/wikipedia-20061104,113234437
Gleich/wikipedia-20070206,130594858
Goodwin/goodwin,1382132
Goodwin/Goodwin_010,28127
Goodwin/Goodwin_013,44118
Goodwin/Goodwin_017,63588
Goodwin/Goodwin_023,113406
Goodwin/Goodwin_030,176323
Goodwin/Goodwin_040,299792
Goodwin/Goodwin_054,603939
Goodwin/Goodwin_071,1074294
Goodwin/Goodwin_095,2000767
Goodwin/Goodwin_127,3576909
Goodwin/rim,7726361
Graham/graham1,2533775
Grueninger/windtunnel_evap2d,979322
Grueninger/windtunnel_evap3d,9486023
Grund/b1_ss,13140
Grund/b2_ss,21853
Grund/bayer01,1323304
Grund/bayer02,386092
Grund/bayer03,193082
Grund/bayer04,467416
Grund/bayer05,69058
Grund/bayer06,69048
Grund/bayer07,69208
Grund/bayer08,69086
Grund/bayer09,92709
Grund/bayer10,401558
Grund/b_dyn,41968
Grund/d_dyn1,10163
Grund/d_dyn,14275
Grund/d_dyn1,10163
Grund/d_ss,13742
Grund/meg1,128229
Grund/meg4,53186
Grund/poli3,145937
Grund/poli4,269551
Grund/poli,39134
Grund/poli_large,108233
Grund/poli3,145937
Grund/poli4,269551
Grund/poli_large,108233
Gset/G10,38617
Gset/G11,12400
Gset/G12,12417
Gset/G13,12554
Gset/G14,16405
Gset/G15,16394
Gset/G16,16380
Gset/G17,16369
Gset/G18,17080
Gset/G19,17058
Gset/G1,35502
Gset/G10,38617
Gset/G11,12400
Gset/G12,12417
Gset/G13,12554
Gset/G14,16405
Gset/G15,16394
Gset/G16,16380
Gset/G17,16369
Gset/G18,17080
Gset/G19,17058
Gset/G20,17050
Gset/G21,17039
Gset/G22,43268
Gset/G23,43217
Gset/G24,43201
Gset/G25,43247
Gset/G26,43206
Gset/G27,46565
Gset/G28,46518
Gset/G29,46495
Gset/G2,35522
Gset/G20,17050
Gset/G21,17039
Gset/G22,43268
Gset/G23,43217
Gset/G24,43201
Gset/G25,43247
Gset/G26,43206
Gset/G27,46565
Gset/G28,46518
Gset/G29,46495
Gset/G30,46561
Gset/G31,46496
Gset/G32,17477
Gset/G33,17536
Gset/G34,17990
Gset/G35,28570
Gset/G36,28605
Gset/G37,28607
Gset/G38,28525
Gset/G39,30396
Gset/G3,35444
Gset/G30,46561
Gset/G31,46496
Gset/G32,17477
Gset/G33,17536
Gset/G34,17990
Gset/G35,28570
Gset/G36,28605
Gset/G37,28607
Gset/G38,28525
Gset/G39,30396
Gset/G40,30409
Gset/G41,30425
Gset/G42,30339
Gset/G43,25271
Gset/G44,25279
Gset/G45,25277
Gset/G46,25250
Gset/G47,25283
Gset/G48,22051
Gset/G49,23101
Gset/G4,35501
Gset/G40,30409
Gset/G41,30425
Gset/G42,30339
Gset/G43,25271
Gset/G44,25279
Gset/G45,25277
Gset/G46,25250
Gset/G47,25283
Gset/G48,22051
Gset/G49,23101
Gset/G50,23433
Gset/G51,18198
Gset/G52,18189
Gset/G53,18200
Gset/G54,18233
Gset/G55,37904
Gset/G56,39840
Gset/G57,32169
Gset/G58,61317
Gset/G59,65979
Gset/G5,35440
Gset/G50,23433
Gset/G51,18198
Gset/G52,18189
Gset/G53,18200
Gset/G54,18233
Gset/G55,37904
Gset/G56,39840
Gset/G57,32169
Gset/G58,61317
Gset/G59,65979
Gset/G60,49650
Gset/G61,52332
Gset/G62,43077
Gset/G63,84191
Gset/G64,90700
Gset/G65,48666
Gset/G66,55169
Gset/G67,60148
Gset/G6,38690
Gset/G60,49650
Gset/G61,52332
Gset/G62,43077
Gset/G63,84191
Gset/G64,90700
Gset/G65,48666
Gset/G66,55169
Gset/G67,60148
Gset/G7,38720
Gset/G8,38630
Gset/G9,38667
Guettel/TEM152078,49994353
Guettel/TEM181302,61404593
Guettel/TEM27623,4237103
Gupta/gupta1,388493
Gupta/gupta2,765278
Gupta/gupta3,1097596
Hamm/add20,108433
Hamm/add32,173469
Hamm/bcircuit,1837679
Hamm/hcircuit,1580460
Hamm/memplus,575039
Hamm/scircuit,5815489
Hamrle/Hamrle1,18126
Hamrle/Hamrle2,52302
Hamrle/Hamrle3,8169172
Hardesty/Hardesty1,8221716
Hardesty/Hardesty2,22877245
Hardesty/Hardesty3,83276232
Harvard_Seismology/JP,118986513
HB/1138_bus,28323
HB/494_bus,17937
HB/662_bus,22265
HB/685_bus,23922
HB/abb313,10536
HB/arc130,15058
HB/ash219,9900
HB/ash292,10811
HB/ash331,10107
HB/ash608,10951
HB/ash85,9561
HB/ash958,12041
HB/bcspwr01,9271
HB/bcspwr02,9299
HB/bcspwr03,9618
HB/bcspwr04,10802
HB/bcspwr05,11299
HB/bcspwr06,16034
HB/bcspwr07,16803
HB/bcspwr08,16978
HB/bcspwr09,18410
HB/bcspwr10,41744
HB/bcsstk01,10201
HB/bcsstk02,16877
HB/bcsstk03,10991
HB/bcsstk04,14053
HB/bcsstk05,12711
HB/bcsstk06,21320
HB/bcsstk07,21456
HB/bcsstk08,34389
HB/bcsstk09,18804
HB/bcsstk10,29738
HB/bcsstk11,34317
HB/bcsstk12,34453
HB/bcsstk13,180878
HB/bcsstk14,187462
HB/bcsstk15,124392
HB/bcsstk16,189854
HB/bcsstk17,1226698
HB/bcsstk18,453950
HB/bcsstk19,26079
HB/bcsstk20,18332
HB/bcsstk21,32631
HB/bcsstk22,11053
HB/bcsstk23,104415
HB/bcsstk24,508914
HB/bcsstk25,532081
HB/bcsstk26,122180
HB/bcsstk27,236560
HB/bcsstk28,886397
HB/bcsstk29,111911
HB/bcsstk30,230444
HB/bcsstk31,295002
HB/bcsstk32,325243
HB/bcsstk33,84826
HB/bcsstm01,9222
HB/bcsstm02,9354
HB/bcsstm03,9655
HB/bcsstm04,9550
HB/bcsstm05,9616
HB/bcsstm06,11150
HB/bcsstm07,20039
HB/bcsstm08,14150
HB/bcsstm09,12510
HB/bcsstm10,32631
HB/bcsstm11,14217
HB/bcsstm12,24087
